set,algorithm,id,size,time
"Alpha, A, C and AC",Improved,2007,8100,2261.24e-06
"Alpha, A, C and AC",Improved,2008,8100,821.50e-06
"Alpha, A, C and AC",Improved,2009,8100,1393.75e-06
"Alpha, A, C and AC",Improved,2010,8100,2388.16e-06
"Alpha, A, C and AC",Generated,2011,8100,107.37e-03
"Alpha, A, C and AC",Generated,2012,8100,989.97e-03
"Alpha, A, C and AC",Generated,2013,8100,88.43e-03
"Alpha, A, C and AC",Generated,2014,8100,31.33e-03
"Alpha, A, C and AC",Generated,2015,8100,179.99e-03
"Alpha, A, C and AC",Improved,2011,8100,1476.11e-06
"Alpha, A, C and AC",Improved,2012,8100,4682.48e-06
"Alpha, A, C and AC",Improved,2013,8100,559.77e-06
"Alpha, A, C and AC",Improved,2014,8100,3092.83e-06
"Alpha, A, C and AC",Improved,2015,8100,655.37e-06
"Alpha, A, C and AC",Generated,2016,8100,124.60e-03
"Alpha, A, C and AC",Generated,2017,8100,93.97e-03
"Alpha, A, C and AC",Generated,2018,8100,176.28e-03
"Alpha, A, C and AC",Generated,2019,8100,43.56e-03
"Alpha, A, C and AC",Generated,2020,8100,29.24e-03
"Alpha, A, C and AC",Improved,2016,8100,787.11e-06
"Alpha, A, C and AC",Improved,2017,8100,435.19e-06
"Alpha, A, C and AC",Improved,2018,8100,333.93e-06
"Alpha, A, C and AC",Improved,2019,8100,1176.75e-06
"Alpha, A, C and AC",Improved,2020,8100,1131.74e-06
"Alpha, A, C and AC",Generated,2021,8100,338.97e-03
"Alpha, A, C and AC",Generated,2022,8100,60.66e-03
"Alpha, A, C and AC",Generated,2023,8100,8029.89e-03
"Alpha, A, C and AC",Generated,2024,8100,9.62e-03
"Alpha, A, C and AC",Generated,2025,8100,82.50e-03
"Alpha, A, C and AC",Improved,2021,8100,3137.06e-06
"Alpha, A, C and AC",Improved,2022,8100,534.54e-06
"Alpha, A, C and AC",Improved,2023,8100,10249.99e-06
"Alpha, A, C and AC",Improved,2024,8100,1899.03e-06
"Alpha, A, C and AC",Improved,2025,8100,517.69e-06
"Alpha, A, C and AC",Generated,2026,8200,12120.81e-03
"Alpha, A, C and AC",Generated,2027,8200,7.76e-03
"Alpha, A, C and AC",Generated,2028,8200,13.30e-03
"Alpha, A, C and AC",Generated,2029,8200,3460.72e-03
"Alpha, A, C and AC",Generated,2030,8200,5821.63e-03
"Alpha, A, C and AC",Improved,2026,8200,12446.76e-06
"Alpha, A, C and AC",Improved,2027,8200,2039.74e-06
"Alpha, A, C and AC",Improved,2028,8200,907.07e-06
"Alpha, A, C and AC",Improved,2029,8200,6320.25e-06
"Alpha, A, C and AC",Improved,2030,8200,9574.20e-06
"Alpha, A, C and AC",Generated,2031,8200,73.41e-03
"Alpha, A, C and AC",Generated,2032,8200,7.34e-03
"Alpha, A, C and AC",Generated,2033,8200,113.80e-03
"Alpha, A, C and AC",Generated,2034,8200,1541.29e-03
"Alpha, A, C and AC",Generated,2035,8200,37.53e-03
"Alpha, A, C and AC",Improved,2031,8200,787.77e-06
"Alpha, A, C and AC",Improved,2032,8200,1886.30e-06
"Alpha, A, C and AC",Improved,2033,8200,2961.41e-06
"Alpha, A, C and AC",Improved,2034,8200,3694.46e-06
"Alpha, A, C and AC",Improved,2035,8200,1027.07e-06
"Alpha, A, C and AC",Generated,2036,8200,7.47e-03
"Alpha, A, C and AC",Generated,2037,8200,405.32e-03
"Alpha, A, C and AC",Generated,2038,8200,8.29e-03
"Alpha, A, C and AC",Generated,2039,8200,1096.83e-03
"Alpha, A, C and AC",Generated,2040,8200,143.40e-03
"Alpha, A, C and AC",Improved,2036,8200,1885.38e-06
"Alpha, A, C and AC",Improved,2037,8200,2808.01e-06
"Alpha, A, C and AC",Improved,2038,8200,1588.05e-06
"Alpha, A, C and AC",Improved,2039,8200,3765.41e-06
"Alpha, A, C and AC",Improved,2040,8200,548.93e-06
"Alpha, A, C and AC",Generated,2041,8200,238.55e-03
"Alpha, A, C and AC",Generated,2042,8200,804.96e-03
"Alpha, A, C and AC",Generated,2043,8200,4.54e-03
"Alpha, A, C and AC",Generated,2044,8200,10.68e-03
"Alpha, A, C and AC",Generated,2045,8200,5.98e-03
"Alpha, A, C and AC",Improved,2041,8200,2.52e-03
"Alpha, A, C and AC",Improved,2042,8200,4.27e-03
"Alpha, A, C and AC",Improved,2043,8200,2.42e-03
"Alpha, A, C and AC",Improved,2044,8200,1.93e-03
"Alpha, A, C and AC",Improved,2045,8200,2.54e-03
"Alpha, A, C and AC",Generated,2046,8200,28830.75e-03
"Alpha, A, C and AC",Generated,2047,8200,305.91e-03
"Alpha, A, C and AC",Generated,2048,8200,9.39e-03
"Alpha, A, C and AC",Generated,2049,8200,462.22e-03
"Alpha, A, C and AC",Generated,2050,8200,249.10e-03
"Alpha, A, C and AC",Improved,2046,8200,22984.98e-06
"Alpha, A, C and AC",Improved,2047,8200,2033.10e-06
"Alpha, A, C and AC",Improved,2048,8200,1336.01e-06
"Alpha, A, C and AC",Improved,2049,8200,2613.08e-06
"Alpha, A, C and AC",Improved,2050,8200,166.16e-06
"Alpha, A, C and AC",Generated,2051,8300,78.31e-03
"Alpha, A, C and AC",Generated,2052,8300,669.95e-03
"Alpha, A, C and AC",Generated,2053,8300,3361.27e-03
"Alpha, A, C and AC",Generated,2054,8300,16035.34e-03
"Alpha, A, C and AC",Generated,2055,8300,9187.78e-03
"Alpha, A, C and AC",Improved,2051,8300,733.96e-06
"Alpha, A, C and AC",Improved,2052,8300,3470.74e-06
"Alpha, A, C and AC",Improved,2053,8300,6270.60e-06
"Alpha, A, C and AC",Improved,2054,8300,15690.44e-06
"Alpha, A, C and AC",Improved,2055,8300,11274.22e-06
"Alpha, A, C and AC",Generated,2056,8300,41702.38e-03
"Alpha, A, C and AC",Generated,2057,8300,15.38e-03
"Alpha, A, C and AC",Generated,2058,8300,67.57e-03
"Alpha, A, C and AC",Generated,2059,8300,4.30e-03
"Alpha, A, C and AC",Generated,2060,8300,512.50e-03
"Alpha, A, C and AC",Improved,2056,8300,27172.30e-06
"Alpha, A, C and AC",Improved,2057,8300,1950.18e-06
"Alpha, A, C and AC",Improved,2058,8300,946.28e-06
"Alpha, A, C and AC",Improved,2059,8300,2523.07e-06
"Alpha, A, C and AC",Improved,2060,8300,4865.09e-06
"Alpha, A, C and AC",Generated,2061,8300,34.91e-03
"Alpha, A, C and AC",Generated,2062,8300,34.68e-03
"Alpha, A, C and AC",Generated,2063,8300,6.85e-03
"Alpha, A, C and AC",Generated,2064,8300,15286.56e-03
"Alpha, A, C and AC",Generated,2065,8300,95.99e-03
"Alpha, A, C and AC",Improved,2061,8300,1146.04e-06
"Alpha, A, C and AC",Improved,2062,8300,487.79e-06
"Alpha, A, C and AC",Improved,2063,8300,893.48e-06
"Alpha, A, C and AC",Improved,2064,8300,9408.90e-06
"Alpha, A, C and AC",Improved,2065,8300,2052.73e-06
"Alpha, A, C and AC",Generated,2066,8300,16.58e-03
"Alpha, A, C and AC",Generated,2067,8300,1118.02e-03
"Alpha, A, C and AC",Generated,2068,8300,180.57e-03
"Alpha, A, C and AC",Generated,2069,8300,735.68e-03
"Alpha, A, C and AC",Generated,2070,8300,237.24e-03
"Alpha, A, C and AC",Improved,2066,8300,1514.37e-06
"Alpha, A, C and AC",Improved,2067,8300,6695.36e-06
"Alpha, A, C and AC",Improved,2068,8300,1182.04e-06
"Alpha, A, C and AC",Improved,2069,8300,4127.78e-06
"Alpha, A, C and AC",Improved,2070,8300,221.67e-06
"Alpha, A, C and AC",Generated,2071,8300,24.07e-03
"Alpha, A, C and AC",Generated,2072,8300,185.92e-03
"Alpha, A, C and AC",Generated,2073,8300,68.86e-03
"Alpha, A, C and AC",Generated,2074,8300,135.34e-03
"Alpha, A, C and AC",Generated,2075,8300,3315.67e-03
"Alpha, A, C and AC",Improved,2071,8300,1374.61e-06
"Alpha, A, C and AC",Improved,2072,8300,349.45e-06
"Alpha, A, C and AC",Improved,2073,8300,424.71e-06
"Alpha, A, C and AC",Improved,2074,8300,2918.55e-06
"Alpha, A, C and AC",Improved,2075,8300,6456.26e-06
"Alpha, A, C and AC",Generated,2076,8400,93.10e-03
"Alpha, A, C and AC",Generated,2077,8400,42326.81e-03
"Alpha, A, C and AC",Generated,2078,8400,6.33e-03
"Alpha, A, C and AC",Generated,2079,8400,119.74e-03
"Alpha, A, C and AC",Generated,2080,8400,144.72e-03
"Alpha, A, C and AC",Improved,2076,8400,604.86e-06
"Alpha, A, C and AC",Improved,2077,8400,28724.46e-06
"Alpha, A, C and AC",Improved,2078,8400,3361.85e-06
"Alpha, A, C and AC",Improved,2079,8400,432.33e-06
"Alpha, A, C and AC",Improved,2080,8400,360.44e-06
"Alpha, A, C and AC",Generated,2081,8400,108.78e-03
"Alpha, A, C and AC",Generated,2082,8400,4.92e-03
"Alpha, A, C and AC",Generated,2083,8400,37548.30e-03
"Alpha, A, C and AC",Generated,2084,8400,61.60e-03
"Alpha, A, C and AC",Generated,2085,8400,34284.18e-03
"Alpha, A, C and AC",Improved,2081,8400,511.88e-06
"Alpha, A, C and AC",Improved,2082,8400,1509.26e-06
"Alpha, A, C and AC",Improved,2083,8400,14338.49e-06
"Alpha, A, C and AC",Improved,2084,8400,787.79e-06
"Alpha, A, C and AC",Improved,2085,8400,14102.12e-06
"Alpha, A, C and AC",Generated,2086,8400,74.75e-03
"Alpha, A, C and AC",Generated,2087,8400,2745.46e-03
"Alpha, A, C and AC",Generated,2088,8400,17.53e-03
"Alpha, A, C and AC",Generated,2089,8400,83.19e-03
"Alpha, A, C and AC",Generated,2090,8400,16263.90e-03
"Alpha, A, C and AC",Improved,2086,8400,462.28e-06
"Alpha, A, C and AC",Improved,2087,8400,5476.04e-06
"Alpha, A, C and AC",Improved,2088,8400,1274.83e-06
"Alpha, A, C and AC",Improved,2089,8400,1048.63e-06
"Alpha, A, C and AC",Improved,2090,8400,15460.21e-06
"Alpha, A, C and AC",Generated,2091,8400,104.08e-03
"Alpha, A, C and AC",Generated,2092,8400,19.61e-03
"Alpha, A, C and AC",Generated,2093,8400,255.92e-03
"Alpha, A, C and AC",Generated,2094,8400,32.31e-03
"Alpha, A, C and AC",Generated,2095,8400,1062.12e-03
"Alpha, A, C and AC",Improved,2091,8400,261.41e-06
"Alpha, A, C and AC",Improved,2092,8400,2251.38e-06
"Alpha, A, C and AC",Improved,2093,8400,2677.89e-06
"Alpha, A, C and AC",Improved,2094,8400,1121.68e-06
"Alpha, A, C and AC",Improved,2095,8400,5754.34e-06
"Alpha, A, C and AC",Generated,2096,8400,57.93e-03
"Alpha, A, C and AC",Generated,2097,8400,1737.16e-03
"Alpha, A, C and AC",Generated,2098,8400,245.53e-03
"Alpha, A, C and AC",Generated,2099,8400,14360.55e-03
"Alpha, A, C and AC",Generated,2100,8400,91.34e-03
"Alpha, A, C and AC",Improved,2096,8400,1754.38e-06
"Alpha, A, C and AC",Improved,2097,8400,3046.63e-06
"Alpha, A, C and AC",Improved,2098,8400,2542.02e-06
"Alpha, A, C and AC",Improved,2099,8400,14650.49e-06
"Alpha, A, C and AC",Improved,2100,8400,326.33e-06
"Alpha, A, C and AC",Generated,2101,8500,537.22e-03
"Alpha, A, C and AC",Generated,2102,8500,45.45e-03
"Alpha, A, C and AC",Generated,2103,8500,32211.91e-03
"Alpha, A, C and AC",Generated,2104,8500,157.55e-03
"Alpha, A, C and AC",Generated,2105,8500,23946.72e-03
"Alpha, A, C and AC",Improved,2101,8500,3707.38e-06
"Alpha, A, C and AC",Improved,2102,8500,1206.45e-06
"Alpha, A, C and AC",Improved,2103,8500,19641.77e-06
"Alpha, A, C and AC",Improved,2104,8500,446.76e-06
"Alpha, A, C and AC",Improved,2105,8500,20206.88e-06
"Alpha, A, C and AC",Generated,2106,8500,112.54e-03
"Alpha, A, C and AC",Generated,2107,8500,170.22e-03
"Alpha, A, C and AC",Generated,2108,8500,14.33e-03
"Alpha, A, C and AC",Generated,2109,8500,7.58e-03
"Alpha, A, C and AC",Generated,2110,8500,14.67e-03
"Alpha, A, C and AC",Improved,2106,8500,700.89e-06
"Alpha, A, C and AC",Improved,2107,8500,439.35e-06
"Alpha, A, C and AC",Improved,2108,8500,977.67e-06
"Alpha, A, C and AC",Improved,2109,8500,1131.83e-06
"Alpha, A, C and AC",Improved,2110,8500,1249.47e-06
"Alpha, A, C and AC",Generated,2111,8500,43.14e-03
"Alpha, A, C and AC",Generated,2112,8500,40.48e-03
"Alpha, A, C and AC",Generated,2113,8500,33.62e-03
"Alpha, A, C and AC",Generated,2114,8500,5869.41e-03
"Alpha, A, C and AC",Generated,2115,8500,18.89e-03
"Alpha, A, C and AC",Improved,2111,8500,1.28e-03
"Alpha, A, C and AC",Improved,2112,8500,2.70e-03
"Alpha, A, C and AC",Improved,2113,8500,1.75e-03
"Alpha, A, C and AC",Improved,2114,8500,8.42e-03
"Alpha, A, C and AC",Improved,2115,8500,2.66e-03
"Alpha, A, C and AC",Generated,2116,8500,108.41e-03
"Alpha, A, C and AC",Generated,2117,8500,5164.70e-03
"Alpha, A, C and AC",Generated,2118,8500,14298.65e-03
"Alpha, A, C and AC",Generated,2119,8500,40920.69e-03
"Alpha, A, C and AC",Generated,2120,8500,1841.07e-03
"Alpha, A, C and AC",Improved,2116,8500,842.00e-06
"Alpha, A, C and AC",Improved,2117,8500,7767.25e-06
"Alpha, A, C and AC",Improved,2118,8500,16827.94e-06
"Alpha, A, C and AC",Improved,2119,8500,28490.28e-06
"Alpha, A, C and AC",Improved,2120,8500,7232.99e-06
"Alpha, A, C and AC",Generated,2121,8500,22.03e-03
"Alpha, A, C and AC",Generated,2122,8500,6701.00e-03
"Alpha, A, C and AC",Generated,2123,8500,7938.95e-03
"Alpha, A, C and AC",Generated,2124,8500,204.12e-03
"Alpha, A, C and AC",Generated,2125,8500,8599.87e-03
"Alpha, A, C and AC",Improved,2121,8500,1578.20e-06
"Alpha, A, C and AC",Improved,2122,8500,9008.37e-06
"Alpha, A, C and AC",Improved,2123,8500,8455.77e-06
"Alpha, A, C and AC",Improved,2124,8500,353.93e-06
"Alpha, A, C and AC",Improved,2125,8500,10598.65e-06
"Alpha, A, C and AC",Generated,2126,8600,267.40e-03
"Alpha, A, C and AC",Generated,2127,8600,58.52e-03
"Alpha, A, C and AC",Generated,2128,8600,96.39e-03
"Alpha, A, C and AC",Generated,2129,8600,188.93e-03
"Alpha, A, C and AC",Generated,2130,8600,33.01e-03
"Alpha, A, C and AC",Improved,2126,8600,185.57e-06
"Alpha, A, C and AC",Improved,2127,8600,1494.22e-06
"Alpha, A, C and AC",Improved,2128,8600,1115.42e-06
"Alpha, A, C and AC",Improved,2129,8600,580.34e-06
"Alpha, A, C and AC",Improved,2130,8600,1302.13e-06
"Alpha, A, C and AC",Generated,2131,8600,140.50e-03
"Alpha, A, C and AC",Generated,2132,8600,243.07e-03
"Alpha, A, C and AC",Generated,2133,8600,2048.21e-03
"Alpha, A, C and AC",Generated,2134,8600,281.63e-03
"Alpha, A, C and AC",Generated,2135,8600,40.10e-03
"Alpha, A, C and AC",Improved,2131,8600,2027.29e-06
"Alpha, A, C and AC",Improved,2132,8600,209.60e-06
"Alpha, A, C and AC",Improved,2133,8600,7317.22e-06
"Alpha, A, C and AC",Improved,2134,8600,149.05e-06
"Alpha, A, C and AC",Improved,2135,8600,1658.51e-06
"Alpha, A, C and AC",Generated,2136,8600,48.51e-03
"Alpha, A, C and AC",Generated,2137,8600,3580.02e-03
"Alpha, A, C and AC",Generated,2138,8600,70.41e-03
"Alpha, A, C and AC",Generated,2139,8600,4.01e-03
"Alpha, A, C and AC",Generated,2140,8600,25.30e-03
"Alpha, A, C and AC",Improved,2136,8600,1.82e-03
"Alpha, A, C and AC",Improved,2137,8600,6.23e-03
"Alpha, A, C and AC",Improved,2138,8600,1.15e-03
"Alpha, A, C and AC",Improved,2139,8600,2.29e-03
"Alpha, A, C and AC",Improved,2140,8600,1.34e-03
"Alpha, A, C and AC",Generated,2141,8600,502.44e-03
"Alpha, A, C and AC",Generated,2142,8600,5000.25e-03
"Alpha, A, C and AC",Generated,2143,8600,3.90e-03
"Alpha, A, C and AC",Generated,2144,8600,4038.22e-03
"Alpha, A, C and AC",Generated,2145,8600,47.23e-03
"Alpha, A, C and AC",Improved,2141,8600,2.97e-03
"Alpha, A, C and AC",Improved,2142,8600,8.70e-03
"Alpha, A, C and AC",Improved,2143,8600,1.55e-03
"Alpha, A, C and AC",Improved,2144,8600,6.22e-03
"Alpha, A, C and AC",Improved,2145,8600,2.41e-03
"Alpha, A, C and AC",Generated,2146,8600,2207.64e-03
"Alpha, A, C and AC",Generated,2147,8600,89.88e-03
"Alpha, A, C and AC",Generated,2148,8600,1704.23e-03
"Alpha, A, C and AC",Generated,2149,8600,229.04e-03
"Alpha, A, C and AC",Generated,2150,8600,4317.27e-03
"Alpha, A, C and AC",Improved,2146,8600,4940.29e-06
"Alpha, A, C and AC",Improved,2147,8600,961.82e-06
"Alpha, A, C and AC",Improved,2148,8600,5328.58e-06
"Alpha, A, C and AC",Improved,2149,8600,230.61e-06
"Alpha, A, C and AC",Improved,2150,8600,5671.33e-06
"Alpha, A, C and AC",Generated,2151,8700,5.67e-03
"Alpha, A, C and AC",Generated,2152,8700,6.20e-03
"Alpha, A, C and AC",Generated,2153,8700,95.36e-03
"Alpha, A, C and AC",Generated,2154,8700,602.60e-03
"Alpha, A, C and AC",Generated,2155,8700,4947.72e-03
"Alpha, A, C and AC",Improved,2151,8700,2.29e-03
"Alpha, A, C and AC",Improved,2152,8700,2.22e-03
"Alpha, A, C and AC",Improved,2153,8700,2.65e-03
"Alpha, A, C and AC",Improved,2154,8700,3.31e-03
"Alpha, A, C and AC",Improved,2155,8700,8.23e-03
"Alpha, A, C and AC",Generated,2156,8700,40.39e-03
"Alpha, A, C and AC",Generated,2157,8700,1135.44e-03
"Alpha, A, C and AC",Generated,2158,8700,6397.27e-03
"Alpha, A, C and AC",Generated,2159,8700,1517.17e-03
"Alpha, A, C and AC",Generated,2160,8700,77.19e-03
"Alpha, A, C and AC",Improved,2156,8700,1617.68e-06
"Alpha, A, C and AC",Improved,2157,8700,4377.36e-06
"Alpha, A, C and AC",Improved,2158,8700,8869.59e-06
"Alpha, A, C and AC",Improved,2159,8700,3745.61e-06
"Alpha, A, C and AC",Improved,2160,8700,998.22e-06
"Alpha, A, C and AC",Generated,2161,8700,41.66e-03
"Alpha, A, C and AC",Generated,2162,8700,1085.01e-03
"Alpha, A, C and AC",Generated,2163,8700,12604.50e-03
"Alpha, A, C and AC",Generated,2164,8700,25.84e-03
"Alpha, A, C and AC",Generated,2165,8700,988.70e-03
"Alpha, A, C and AC",Improved,2161,8700,1.62e-03
"Alpha, A, C and AC",Improved,2162,8700,5.27e-03
"Alpha, A, C and AC",Improved,2163,8700,15.84e-03
"Alpha, A, C and AC",Improved,2164,8700,1.68e-03
"Alpha, A, C and AC",Improved,2165,8700,2.74e-03
"Alpha, A, C and AC",Generated,2166,8700,49.16e-03
"Alpha, A, C and AC",Generated,2167,8700,26.57e-03
"Alpha, A, C and AC",Generated,2168,8700,29.66e-03
"Alpha, A, C and AC",Generated,2169,8700,1238.56e-03
"Alpha, A, C and AC",Generated,2170,8700,27.62e-03
"Alpha, A, C and AC",Improved,2166,8700,1.26e-03
"Alpha, A, C and AC",Improved,2167,8700,2.07e-03
"Alpha, A, C and AC",Improved,2168,8700,1.83e-03
"Alpha, A, C and AC",Improved,2169,8700,4.12e-03
"Alpha, A, C and AC",Improved,2170,8700,1.05e-03
"Alpha, A, C and AC",Generated,2171,8700,96.96e-03
"Alpha, A, C and AC",Generated,2172,8700,1969.16e-03
"Alpha, A, C and AC",Generated,2173,8700,94.85e-03
"Alpha, A, C and AC",Generated,2174,8700,16954.81e-03
"Alpha, A, C and AC",Generated,2175,8700,6.82e-03
"Alpha, A, C and AC",Improved,2171,8700,3.57e-03
"Alpha, A, C and AC",Improved,2172,8700,5.23e-03
"Alpha, A, C and AC",Improved,2173,8700,2.42e-03
"Alpha, A, C and AC",Improved,2174,8700,16.09e-03
"Alpha, A, C and AC",Improved,2175,8700,1.36e-03
"Alpha, A, C and AC",Generated,2176,8800,2403.07e-03
"Alpha, A, C and AC",Generated,2177,8800,703.61e-03
"Alpha, A, C and AC",Generated,2178,8800,17.16e-03
"Alpha, A, C and AC",Generated,2179,8800,85.41e-03
"Alpha, A, C and AC",Generated,2180,8800,53.86e-03
"Alpha, A, C and AC",Improved,2176,8800,5665.08e-06
"Alpha, A, C and AC",Improved,2177,8800,3204.68e-06
"Alpha, A, C and AC",Improved,2178,8800,2700.84e-06
"Alpha, A, C and AC",Improved,2179,8800,962.01e-06
"Alpha, A, C and AC",Improved,2180,8800,1179.02e-06
"Alpha, A, C and AC",Generated,2181,8800,50.59e-03
"Alpha, A, C and AC",Generated,2182,8800,257.33e-03
"Alpha, A, C and AC",Generated,2183,8800,13192.50e-03
"Alpha, A, C and AC",Generated,2184,8800,402.54e-03
"Alpha, A, C and AC",Generated,2185,8800,5.51e-03
"Alpha, A, C and AC",Improved,2181,8800,1294.16e-06
"Alpha, A, C and AC",Improved,2182,8800,220.06e-06
"Alpha, A, C and AC",Improved,2183,8800,10464.84e-06
"Alpha, A, C and AC",Improved,2184,8800,2503.91e-06
"Alpha, A, C and AC",Improved,2185,8800,2782.65e-06
"Alpha, A, C and AC",Generated,2186,8800,12824.06e-03
"Alpha, A, C and AC",Generated,2187,8800,49.58e-03
"Alpha, A, C and AC",Generated,2188,8800,275.38e-03
"Alpha, A, C and AC",Generated,2189,8800,22.29e-03
"Alpha, A, C and AC",Generated,2190,8800,177.70e-03
"Alpha, A, C and AC",Improved,2186,8800,13781.21e-06
"Alpha, A, C and AC",Improved,2187,8800,1579.53e-06
"Alpha, A, C and AC",Improved,2188,8800,2081.36e-06
"Alpha, A, C and AC",Improved,2189,8800,1310.84e-06
"Alpha, A, C and AC",Improved,2190,8800,408.97e-06
"Alpha, A, C and AC",Generated,2191,8800,1363.59e-03
"Alpha, A, C and AC",Generated,2192,8800,47427.02e-03
"Alpha, A, C and AC",Generated,2193,8800,522.74e-03
"Alpha, A, C and AC",Generated,2194,8800,113.00e-03
"Alpha, A, C and AC",Generated,2195,8800,1294.32e-03
"Alpha, A, C and AC",Improved,2191,8800,4121.03e-06
"Alpha, A, C and AC",Improved,2192,8800,27432.14e-06
"Alpha, A, C and AC",Improved,2193,8800,4265.32e-06
"Alpha, A, C and AC",Improved,2194,8800,367.90e-06
"Alpha, A, C and AC",Improved,2195,8800,5431.14e-06
"Alpha, A, C and AC",Generated,2196,8800,129.55e-03
"Alpha, A, C and AC",Generated,2197,8800,212.84e-03
"Alpha, A, C and AC",Generated,2198,8800,630.42e-03
"Alpha, A, C and AC",Generated,2199,8800,342.88e-03
"Alpha, A, C and AC",Generated,2200,8800,8.05e-03
"Alpha, A, C and AC",Improved,2196,8800,2814.95e-06
"Alpha, A, C and AC",Improved,2197,8800,404.50e-06
"Alpha, A, C and AC",Improved,2198,8800,3030.70e-06
"Alpha, A, C and AC",Improved,2199,8800,4327.03e-06
"Alpha, A, C and AC",Improved,2200,8800,2976.94e-06
"Alpha, A, C and AC",Generated,2201,8900,565.12e-03
"Alpha, A, C and AC",Generated,2202,8900,115.04e-03
"Alpha, A, C and AC",Generated,2203,8900,67.66e-03
"Alpha, A, C and AC",Generated,2204,8900,48.70e-03
"Alpha, A, C and AC",Generated,2205,8900,24607.93e-03
"Alpha, A, C and AC",Improved,2201,8900,3755.88e-06
"Alpha, A, C and AC",Improved,2202,8900,932.96e-06
"Alpha, A, C and AC",Improved,2203,8900,1278.29e-06
"Alpha, A, C and AC",Improved,2204,8900,1015.52e-06
"Alpha, A, C and AC",Improved,2205,8900,20734.24e-06
"Alpha, A, C and AC",Generated,2206,8900,10.95e-03
"Alpha, A, C and AC",Generated,2207,8900,83.75e-03
"Alpha, A, C and AC",Generated,2208,8900,18618.25e-03
"Alpha, A, C and AC",Generated,2209,8900,37.06e-03
"Alpha, A, C and AC",Generated,2210,8900,109.27e-03
"Alpha, A, C and AC",Improved,2206,8900,1.70e-03
"Alpha, A, C and AC",Improved,2207,8900,2.64e-03
"Alpha, A, C and AC",Improved,2208,8900,17.32e-03
"Alpha, A, C and AC",Improved,2209,8900,1.07e-03
"Alpha, A, C and AC",Improved,2210,8900,4.34e-03
"Alpha, A, C and AC",Generated,2211,8900,284.05e-03
"Alpha, A, C and AC",Generated,2212,8900,31.42e-03
"Alpha, A, C and AC",Generated,2213,8900,55.60e-03
"Alpha, A, C and AC",Generated,2214,8900,235.54e-03
"Alpha, A, C and AC",Generated,2215,8900,30273.59e-03
"Alpha, A, C and AC",Improved,2211,8900,198.45e-06
"Alpha, A, C and AC",Improved,2212,8900,2477.85e-06
"Alpha, A, C and AC",Improved,2213,8900,2530.02e-06
"Alpha, A, C and AC",Improved,2214,8900,363.76e-06
"Alpha, A, C and AC",Improved,2215,8900,22881.48e-06
"Alpha, A, C and AC",Generated,2216,8900,157.00e-03
"Alpha, A, C and AC",Generated,2217,8900,1181.18e-03
"Alpha, A, C and AC",Generated,2218,8900,102.07e-03
"Alpha, A, C and AC",Generated,2219,8900,87.47e-03
"Alpha, A, C and AC",Generated,2220,8900,479.44e-03
"Alpha, A, C and AC",Improved,2216,8900,281.42e-06
"Alpha, A, C and AC",Improved,2217,8900,2438.23e-06
"Alpha, A, C and AC",Improved,2218,8900,1617.56e-06
"Alpha, A, C and AC",Improved,2219,8900,326.81e-06
"Alpha, A, C and AC",Improved,2220,8900,1867.08e-06
"Alpha, A, C and AC",Generated,2221,8900,92.51e-03
"Alpha, A, C and AC",Generated,2222,8900,55440.47e-03
"Alpha, A, C and AC",Generated,2223,8900,6937.24e-03
"Alpha, A, C and AC",Generated,2224,8900,8679.85e-03
"Alpha, A, C and AC",Generated,2225,8900,218.11e-03
"Alpha, A, C and AC",Improved,2221,8900,1.67e-03
"Alpha, A, C and AC",Improved,2222,8900,18.66e-03
"Alpha, A, C and AC",Improved,2223,8900,5.47e-03
"Alpha, A, C and AC",Improved,2224,8900,8.54e-03
"Alpha, A, C and AC",Improved,2225,8900,1.04e-03
"Alpha, A, C and AC",Generated,2226,9000,17.04e-03
"Alpha, A, C and AC",Generated,2227,9000,276.05e-03
"Alpha, A, C and AC",Generated,2228,9000,64.14e-03
"Alpha, A, C and AC",Generated,2229,9000,7.76e-03
"Alpha, A, C and AC",Generated,2230,9000,180.47e-03
"Alpha, A, C and AC",Improved,2226,9000,2.60e-03
"Alpha, A, C and AC",Improved,2227,9000,3.71e-03
"Alpha, A, C and AC",Improved,2228,9000,1.10e-03
"Alpha, A, C and AC",Improved,2229,9000,3.11e-03
"Alpha, A, C and AC",Improved,2230,9000,2.60e-03
"Alpha, A, C and AC",Generated,2231,9000,34863.34e-03
"Alpha, A, C and AC",Generated,2232,9000,55.86e-03
"Alpha, A, C and AC",Generated,2233,9000,30.05e-03
"Alpha, A, C and AC",Generated,2234,9000,60.10e-03
"Alpha, A, C and AC",Generated,2235,9000,116.70e-03
"Alpha, A, C and AC",Improved,2231,9000,22797.20e-06
"Alpha, A, C and AC",Improved,2232,9000,1003.16e-06
"Alpha, A, C and AC",Improved,2233,9000,870.83e-06
"Alpha, A, C and AC",Improved,2234,9000,999.27e-06
"Alpha, A, C and AC",Improved,2235,9000,540.65e-06
"Alpha, A, C and AC",Generated,2236,9000,216.65e-03
"Alpha, A, C and AC",Generated,2237,9000,140.62e-03
"Alpha, A, C and AC",Generated,2238,9000,64.38e-03
"Alpha, A, C and AC",Generated,2239,9000,93.36e-03
"Alpha, A, C and AC",Generated,2240,9000,25.14e-03
"Alpha, A, C and AC",Improved,2236,9000,3068.28e-06
