set,algorithm,id,size,time
Alpha and A,Generated,490,2000,358.62e-06
Alpha and A,Improved,486,2000,227.60e-06
Alpha and A,Improved,487,2000,73.88e-06
Alpha and A,Improved,488,2000,337.17e-06
Alpha and A,Improved,489,2000,226.99e-06
Alpha and A,Improved,490,2000,255.40e-06
Alpha and A,Generated,491,2000,127.29e-06
Alpha and A,Generated,492,2000,9421.50e-06
Alpha and A,Generated,493,2000,63.79e-06
Alpha and A,Generated,494,2000,577.68e-06
Alpha and A,Generated,495,2000,495.07e-06
Alpha and A,Improved,491,2000,145.64e-06
Alpha and A,Improved,492,2000,82.88e-06
Alpha and A,Improved,493,2000,29.79e-06
Alpha and A,Improved,494,2000,439.35e-06
Alpha and A,Improved,495,2000,358.58e-06
Alpha and A,Generated,496,2000,492.92e-06
Alpha and A,Generated,497,2000,180.04e-06
Alpha and A,Generated,498,2000,5124.81e-06
Alpha and A,Generated,499,2000,895.81e-06
Alpha and A,Generated,500,2000,417.50e-06
Alpha and A,Improved,496,2000,159.31e-06
Alpha and A,Improved,497,2000,136.19e-06
Alpha and A,Improved,498,2000,109.98e-06
Alpha and A,Improved,499,2000,412.80e-06
Alpha and A,Improved,500,2000,299.57e-06
Alpha and A,Generated,501,2100,620.59e-06
Alpha and A,Generated,502,2100,2911.94e-06
Alpha and A,Generated,503,2100,1172.70e-06
Alpha and A,Generated,504,2100,1356.00e-06
Alpha and A,Generated,505,2100,14867.03e-06
Alpha and A,Improved,501,2100,215.05e-06
Alpha and A,Improved,502,2100,146.86e-06
Alpha and A,Improved,503,2100,229.14e-06
Alpha and A,Improved,504,2100,740.70e-06
Alpha and A,Improved,505,2100,33.08e-06
Alpha and A,Generated,506,2100,408.46e-06
Alpha and A,Generated,507,2100,501.52e-06
Alpha and A,Generated,508,2100,2149.48e-06
Alpha and A,Generated,509,2100,1825.41e-06
Alpha and A,Generated,510,2100,4583.63e-06
Alpha and A,Improved,506,2100,304.38e-06
Alpha and A,Improved,507,2100,378.28e-06
Alpha and A,Improved,508,2100,389.62e-06
Alpha and A,Improved,509,2100,197.37e-06
Alpha and A,Improved,510,2100,161.50e-06
Alpha and A,Generated,511,2100,363.99e-06
Alpha and A,Generated,512,2100,865.46e-06
Alpha and A,Generated,513,2100,7869.39e-06
Alpha and A,Generated,514,2100,951.74e-06
Alpha and A,Generated,515,2100,142.93e-06
Alpha and A,Improved,511,2100,251.82e-06
Alpha and A,Improved,512,2100,307.02e-06
Alpha and A,Improved,513,2100,259.26e-06
Alpha and A,Improved,514,2100,518.97e-06
Alpha and A,Improved,515,2100,87.95e-06
Alpha and A,Generated,516,2100,119.61e-06
Alpha and A,Generated,517,2100,8381.03e-06
Alpha and A,Generated,518,2100,760.26e-06
Alpha and A,Generated,519,2100,8638.45e-06
Alpha and A,Generated,520,2100,252.84e-06
Alpha and A,Improved,516,2100,143.21e-06
Alpha and A,Improved,517,2100,174.77e-06
Alpha and A,Improved,518,2100,578.78e-06
Alpha and A,Improved,519,2100,69.90e-06
Alpha and A,Improved,520,2100,181.23e-06
Alpha and A,Generated,521,2100,63.70e-06
Alpha and A,Generated,522,2100,15025.20e-06
Alpha and A,Generated,523,2100,5330.28e-06
Alpha and A,Generated,524,2100,16899.89e-06
Alpha and A,Generated,525,2100,10609.42e-06
Alpha and A,Improved,521,2100,71.36e-06
Alpha and A,Improved,522,2100,81.98e-06
Alpha and A,Improved,523,2100,310.84e-06
Alpha and A,Improved,524,2100,32.63e-06
Alpha and A,Improved,525,2100,62.50e-06
Alpha and A,Generated,526,2200,751.44e-06
Alpha and A,Generated,527,2200,370.66e-06
Alpha and A,Generated,528,2200,196.67e-06
Alpha and A,Generated,529,2200,454.28e-06
Alpha and A,Generated,530,2200,583.26e-06
Alpha and A,Improved,526,2200,287.96e-06
Alpha and A,Improved,527,2200,270.54e-06
Alpha and A,Improved,528,2200,132.72e-06
Alpha and A,Improved,529,2200,315.31e-06
Alpha and A,Improved,530,2200,443.81e-06
Alpha and A,Generated,531,2200,9623.39e-06
Alpha and A,Generated,532,2200,194.07e-06
Alpha and A,Generated,533,2200,865.77e-06
Alpha and A,Generated,534,2200,88.44e-06
Alpha and A,Generated,535,2200,5398.55e-06
Alpha and A,Improved,531,2200,134.21e-06
Alpha and A,Improved,532,2200,132.11e-06
Alpha and A,Improved,533,2200,679.30e-06
Alpha and A,Improved,534,2200,45.39e-06
Alpha and A,Improved,535,2200,275.49e-06
Alpha and A,Generated,536,2200,1507.93e-06
Alpha and A,Generated,537,2200,467.40e-06
Alpha and A,Generated,538,2200,5805.96e-06
Alpha and A,Generated,539,2200,2487.79e-06
Alpha and A,Generated,540,2200,520.52e-06
Alpha and A,Improved,536,2200,32.23e-06
Alpha and A,Improved,537,2200,234.23e-06
Alpha and A,Improved,538,2200,200.75e-06
Alpha and A,Improved,539,2200,512.38e-06
Alpha and A,Improved,540,2200,401.14e-06
Alpha and A,Generated,541,2200,825.64e-06
Alpha and A,Generated,542,2200,182.58e-06
Alpha and A,Generated,543,2200,614.84e-06
Alpha and A,Generated,544,2200,328.13e-06
Alpha and A,Generated,545,2200,521.24e-06
Alpha and A,Improved,541,2200,307.74e-06
Alpha and A,Improved,542,2200,113.80e-06
Alpha and A,Improved,543,2200,498.84e-06
Alpha and A,Improved,544,2200,254.35e-06
Alpha and A,Improved,545,2200,56.40e-06
Alpha and A,Generated,546,2200,444.16e-06
Alpha and A,Generated,547,2200,2579.05e-06
Alpha and A,Generated,548,2200,4627.56e-06
Alpha and A,Generated,549,2200,351.73e-06
Alpha and A,Generated,550,2200,4273.59e-06
Alpha and A,Improved,546,2200,162.94e-06
Alpha and A,Improved,547,2200,152.60e-06
Alpha and A,Improved,548,2200,288.91e-06
Alpha and A,Improved,549,2200,260.07e-06
Alpha and A,Improved,550,2200,381.20e-06
Alpha and A,Generated,551,2300,1055.66e-06
Alpha and A,Generated,552,2300,959.49e-06
Alpha and A,Generated,553,2300,774.57e-06
Alpha and A,Generated,554,2300,18421.13e-06
Alpha and A,Generated,555,2300,756.71e-06
Alpha and A,Improved,551,2300,845.06e-06
Alpha and A,Improved,552,2300,686.79e-06
Alpha and A,Improved,553,2300,485.21e-06
Alpha and A,Improved,554,2300,35.40e-06
Alpha and A,Improved,555,2300,324.90e-06
Alpha and A,Generated,556,2300,545.89e-06
Alpha and A,Generated,557,2300,271.59e-06
Alpha and A,Generated,558,2300,177.53e-06
Alpha and A,Generated,559,2300,371.87e-06
Alpha and A,Generated,560,2300,356.80e-06
Alpha and A,Improved,556,2300,334.85e-06
Alpha and A,Improved,557,2300,221.74e-06
Alpha and A,Improved,558,2300,115.02e-06
Alpha and A,Improved,559,2300,213.42e-06
Alpha and A,Improved,560,2300,315.37e-06
Alpha and A,Generated,561,2300,738.33e-06
Alpha and A,Generated,562,2300,780.65e-06
Alpha and A,Generated,563,2300,108.97e-06
Alpha and A,Generated,564,2300,340.56e-06
Alpha and A,Generated,565,2300,421.65e-06
Alpha and A,Improved,561,2300,554.35e-06
Alpha and A,Improved,562,2300,656.74e-06
Alpha and A,Improved,563,2300,52.03e-06
Alpha and A,Improved,564,2300,165.24e-06
Alpha and A,Improved,565,2300,185.17e-06
Alpha and A,Generated,566,2300,4514.38e-06
Alpha and A,Generated,567,2300,17112.42e-06
Alpha and A,Generated,568,2300,19025.09e-06
Alpha and A,Generated,569,2300,498.08e-06
Alpha and A,Generated,570,2300,1555.03e-06
Alpha and A,Improved,566,2300,306.80e-06
Alpha and A,Improved,567,2300,43.06e-06
Alpha and A,Improved,568,2300,57.33e-06
Alpha and A,Improved,569,2300,369.94e-06
Alpha and A,Improved,570,2300,412.43e-06
Alpha and A,Generated,571,2300,60.44e-06
Alpha and A,Generated,572,2300,16317.51e-06
Alpha and A,Generated,573,2300,397.38e-06
Alpha and A,Generated,574,2300,447.73e-06
Alpha and A,Generated,575,2300,178.38e-06
Alpha and A,Improved,571,2300,25.08e-06
Alpha and A,Improved,572,2300,117.67e-06
Alpha and A,Improved,573,2300,166.14e-06
Alpha and A,Improved,574,2300,323.22e-06
Alpha and A,Improved,575,2300,111.76e-06
Alpha and A,Generated,576,2400,139.45e-06
Alpha and A,Generated,577,2400,70.79e-06
Alpha and A,Generated,578,2400,304.85e-06
Alpha and A,Generated,579,2400,6812.12e-06
Alpha and A,Generated,580,2400,1545.09e-06
Alpha and A,Improved,576,2400,80.61e-06
Alpha and A,Improved,577,2400,33.54e-06
Alpha and A,Improved,578,2400,213.28e-06
Alpha and A,Improved,579,2400,337.81e-06
Alpha and A,Improved,580,2400,235.82e-06
Alpha and A,Generated,581,2400,7292.59e-06
Alpha and A,Generated,582,2400,8314.91e-06
Alpha and A,Generated,583,2400,2128.17e-06
Alpha and A,Generated,584,2400,736.94e-06
Alpha and A,Generated,585,2400,182.63e-06
Alpha and A,Improved,581,2400,243.57e-06
Alpha and A,Improved,582,2400,105.43e-06
Alpha and A,Improved,583,2400,406.60e-06
Alpha and A,Improved,584,2400,549.00e-06
Alpha and A,Improved,585,2400,111.62e-06
Alpha and A,Generated,586,2400,2929.18e-06
Alpha and A,Generated,587,2400,14633.42e-06
Alpha and A,Generated,588,2400,6473.80e-06
Alpha and A,Generated,589,2400,480.47e-06
Alpha and A,Generated,590,2400,424.94e-06
Alpha and A,Improved,586,2400,357.53e-06
Alpha and A,Improved,587,2400,25.71e-06
Alpha and A,Improved,588,2400,144.60e-06
Alpha and A,Improved,589,2400,345.69e-06
Alpha and A,Improved,590,2400,298.27e-06
Alpha and A,Generated,591,2400,2531.36e-06
Alpha and A,Generated,592,2400,806.30e-06
Alpha and A,Generated,593,2400,383.91e-06
Alpha and A,Generated,594,2400,582.70e-06
Alpha and A,Generated,595,2400,3851.47e-06
Alpha and A,Improved,591,2400,300.22e-06
Alpha and A,Improved,592,2400,385.34e-06
Alpha and A,Improved,593,2400,278.70e-06
Alpha and A,Improved,594,2400,422.49e-06
Alpha and A,Improved,595,2400,187.05e-06
Alpha and A,Generated,596,2400,3407.31e-06
Alpha and A,Generated,597,2400,2100.89e-06
Alpha and A,Generated,598,2400,1171.07e-06
Alpha and A,Generated,599,2400,287.47e-06
Alpha and A,Generated,600,2400,2035.89e-06
Alpha and A,Improved,596,2400,190.59e-06
Alpha and A,Improved,597,2400,211.25e-06
Alpha and A,Improved,598,2400,984.54e-06
Alpha and A,Improved,599,2400,199.77e-06
Alpha and A,Improved,600,2400,448.59e-06
Alpha and A,Generated,601,2500,2350.39e-06
Alpha and A,Generated,602,2500,218.40e-06
Alpha and A,Generated,603,2500,1953.16e-06
Alpha and A,Generated,604,2500,249.83e-06
Alpha and A,Generated,605,2500,11469.51e-06
Alpha and A,Improved,601,2500,191.87e-06
Alpha and A,Improved,602,2500,143.51e-06
Alpha and A,Improved,603,2500,583.06e-06
Alpha and A,Improved,604,2500,160.79e-06
Alpha and A,Improved,605,2500,82.90e-06
Alpha and A,Generated,606,2500,490.84e-06
Alpha and A,Generated,607,2500,458.66e-06
Alpha and A,Generated,608,2500,4550.88e-06
Alpha and A,Generated,609,2500,1054.17e-06
Alpha and A,Generated,610,2500,10251.73e-06
Alpha and A,Improved,606,2500,339.12e-06
Alpha and A,Improved,607,2500,343.48e-06
Alpha and A,Improved,608,2500,255.01e-06
Alpha and A,Improved,609,2500,874.78e-06
Alpha and A,Improved,610,2500,53.36e-06
Alpha and A,Generated,611,2500,372.17e-06
Alpha and A,Generated,612,2500,156.85e-06
Alpha and A,Generated,613,2500,535.59e-06
Alpha and A,Generated,614,2500,18891.23e-06
Alpha and A,Generated,615,2500,910.78e-06
Alpha and A,Improved,611,2500,232.74e-06
Alpha and A,Improved,612,2500,95.22e-06
Alpha and A,Improved,613,2500,155.84e-06
Alpha and A,Improved,614,2500,90.09e-06
Alpha and A,Improved,615,2500,651.48e-06
Alpha and A,Generated,616,2500,356.64e-06
Alpha and A,Generated,617,2500,249.49e-06
Alpha and A,Generated,618,2500,476.34e-06
Alpha and A,Generated,619,2500,570.82e-06
Alpha and A,Generated,620,2500,338.35e-06
Alpha and A,Improved,616,2500,226.69e-06
Alpha and A,Improved,617,2500,179.16e-06
Alpha and A,Improved,618,2500,411.11e-06
Alpha and A,Improved,619,2500,415.98e-06
Alpha and A,Improved,620,2500,271.38e-06
Alpha and A,Generated,621,2500,513.01e-06
Alpha and A,Generated,622,2500,311.24e-06
Alpha and A,Generated,623,2500,570.24e-06
Alpha and A,Generated,624,2500,239.05e-06
Alpha and A,Generated,625,2500,109.45e-06
Alpha and A,Improved,621,2500,368.36e-06
Alpha and A,Improved,622,2500,209.97e-06
Alpha and A,Improved,623,2500,318.32e-06
Alpha and A,Improved,624,2500,163.44e-06
Alpha and A,Improved,625,2500,66.98e-06
Alpha and A,Generated,626,2600,437.47e-06
Alpha and A,Generated,627,2600,6823.70e-06
Alpha and A,Generated,628,2600,17186.61e-06
Alpha and A,Generated,629,2600,270.52e-06
Alpha and A,Generated,630,2600,17648.85e-06
Alpha and A,Improved,626,2600,314.99e-06
Alpha and A,Improved,627,2600,345.07e-06
Alpha and A,Improved,628,2600,91.94e-06
Alpha and A,Improved,629,2600,182.53e-06
Alpha and A,Improved,630,2600,123.52e-06
Alpha and A,Generated,631,2600,225.97e-06
Alpha and A,Generated,632,2600,3427.52e-06
Alpha and A,Generated,633,2600,2503.46e-06
Alpha and A,Generated,634,2600,3039.09e-06
Alpha and A,Generated,635,2600,7435.70e-06
Alpha and A,Improved,631,2600,93.03e-06
Alpha and A,Improved,632,2600,327.92e-06
Alpha and A,Improved,633,2600,412.64e-06
Alpha and A,Improved,634,2600,246.16e-06
Alpha and A,Improved,635,2600,295.62e-06
Alpha and A,Generated,636,2600,5676.76e-06
Alpha and A,Generated,637,2600,419.40e-06
Alpha and A,Generated,638,2600,182.30e-06
Alpha and A,Generated,639,2600,2004.92e-06
Alpha and A,Generated,640,2600,310.97e-06
Alpha and A,Improved,636,2600,309.74e-06
Alpha and A,Improved,637,2600,268.52e-06
Alpha and A,Improved,638,2600,76.67e-06
Alpha and A,Improved,639,2600,290.78e-06
Alpha and A,Improved,640,2600,260.07e-06
Alpha and A,Generated,641,2600,4.60e-03
Alpha and A,Generated,642,2600,1.92e-03
Alpha and A,Generated,643,2600,4.22e-03
Alpha and A,Generated,644,2600,18.84e-03
Alpha and A,Generated,645,2600,3.03e-03
Alpha and A,Improved,641,2600,161.34e-06
Alpha and A,Improved,642,2600,420.48e-06
Alpha and A,Improved,643,2600,361.74e-06
Alpha and A,Improved,644,2600,73.18e-06
Alpha and A,Improved,645,2600,356.15e-06
Alpha and A,Generated,646,2600,373.78e-06
Alpha and A,Generated,647,2600,318.97e-06
Alpha and A,Generated,648,2600,3240.62e-06
Alpha and A,Generated,649,2600,907.59e-06
Alpha and A,Generated,650,2600,743.13e-06
Alpha and A,Improved,646,2600,483.36e-06
Alpha and A,Improved,647,2600,217.75e-06
Alpha and A,Improved,648,2600,147.79e-06
Alpha and A,Improved,649,2600,472.98e-06
Alpha and A,Improved,650,2600,697.12e-06
Alpha and A,Generated,651,2700,477.22e-06
Alpha and A,Generated,652,2700,21017.76e-06
Alpha and A,Generated,653,2700,103.96e-06
Alpha and A,Generated,654,2700,3335.05e-06
Alpha and A,Generated,655,2700,923.19e-06
Alpha and A,Improved,651,2700,313.83e-06
Alpha and A,Improved,652,2700,74.56e-06
Alpha and A,Improved,653,2700,52.34e-06
Alpha and A,Improved,654,2700,221.04e-06
Alpha and A,Improved,655,2700,714.07e-06
Alpha and A,Generated,656,2700,439.39e-06
Alpha and A,Generated,657,2700,17304.35e-06
Alpha and A,Generated,658,2700,597.19e-06
Alpha and A,Generated,659,2700,3871.02e-06
Alpha and A,Generated,660,2700,17135.96e-06
Alpha and A,Improved,656,2700,606.51e-06
Alpha and A,Improved,657,2700,57.44e-06
Alpha and A,Improved,658,2700,401.45e-06
Alpha and A,Improved,659,2700,334.05e-06
Alpha and A,Improved,660,2700,120.56e-06
Alpha and A,Generated,661,2700,6638.86e-06
Alpha and A,Generated,662,2700,1596.05e-06
Alpha and A,Generated,663,2700,7567.59e-06
Alpha and A,Generated,664,2700,570.72e-06
Alpha and A,Generated,665,2700,1517.29e-06
Alpha and A,Improved,661,2700,335.12e-06
Alpha and A,Improved,662,2700,533.38e-06
Alpha and A,Improved,663,2700,177.57e-06
Alpha and A,Improved,664,2700,419.81e-06
Alpha and A,Improved,665,2700,604.92e-06
Alpha and A,Generated,666,2700,804.07e-06
Alpha and A,Generated,667,2700,5583.27e-06
Alpha and A,Generated,668,2700,14559.44e-06
Alpha and A,Generated,669,2700,8778.77e-06
Alpha and A,Generated,670,2700,1561.45e-06
Alpha and A,Improved,666,2700,319.39e-06
Alpha and A,Improved,667,2700,512.07e-06
Alpha and A,Improved,668,2700,121.17e-06
Alpha and A,Improved,669,2700,132.93e-06
Alpha and A,Improved,670,2700,415.80e-06
Alpha and A,Generated,671,2700,166.99e-06
Alpha and A,Generated,672,2700,487.49e-06
Alpha and A,Generated,673,2700,494.83e-06
Alpha and A,Generated,674,2700,154.71e-06
Alpha and A,Generated,675,2700,17479.14e-06
Alpha and A,Improved,671,2700,91.24e-06
Alpha and A,Improved,672,2700,350.97e-06
Alpha and A,Improved,673,2700,363.19e-06
Alpha and A,Improved,674,2700,82.51e-06
Alpha and A,Improved,675,2700,189.47e-06
Alpha and A,Generated,676,2800,84.72e-06
Alpha and A,Generated,677,2800,828.23e-06
Alpha and A,Generated,678,2800,18341.78e-06
Alpha and A,Generated,679,2800,667.44e-06
Alpha and A,Generated,680,2800,24125.24e-06
Alpha and A,Improved,676,2800,39.64e-06
Alpha and A,Improved,677,2800,558.58e-06
Alpha and A,Improved,678,2800,137.78e-06
Alpha and A,Improved,679,2800,482.92e-06
Alpha and A,Improved,680,2800,67.85e-06
Alpha and A,Generated,681,2800,2257.78e-06
Alpha and A,Generated,682,2800,43.17e-06
Alpha and A,Generated,683,2800,2100.70e-06
Alpha and A,Generated,684,2800,624.90e-06
Alpha and A,Generated,685,2800,3850.81e-06
Alpha and A,Improved,681,2800,452.35e-06
Alpha and A,Improved,682,2800,19.37e-06
Alpha and A,Improved,683,2800,187.07e-06
Alpha and A,Improved,684,2800,448.17e-06
Alpha and A,Improved,685,2800,422.60e-06
Alpha and A,Generated,686,2800,161.95e-06
Alpha and A,Generated,687,2800,346.96e-06
Alpha and A,Generated,688,2800,1565.70e-06
Alpha and A,Generated,689,2800,306.46e-06
Alpha and A,Generated,690,2800,591.01e-06
Alpha and A,Improved,686,2800,99.25e-06
Alpha and A,Improved,687,2800,248.62e-06
Alpha and A,Improved,688,2800,41.89e-06
Alpha and A,Improved,689,2800,210.46e-06
Alpha and A,Improved,690,2800,425.86e-06
Alpha and A,Generated,691,2800,1078.83e-06
Alpha and A,Generated,692,2800,750.60e-06
Alpha and A,Generated,693,2800,1543.69e-06
Alpha and A,Generated,694,2800,596.25e-06
Alpha and A,Generated,695,2800,150.69e-06
Alpha and A,Improved,691,2800,433.41e-06
Alpha and A,Improved,692,2800,543.16e-06
Alpha and A,Improved,693,2800,509.25e-06
Alpha and A,Improved,694,2800,434.64e-06
Alpha and A,Improved,695,2800,91.24e-06
Alpha and A,Generated,696,2800,879.94e-06
Alpha and A,Generated,697,2800,1699.53e-06
Alpha and A,Generated,698,2800,17613.22e-06
Alpha and A,Generated,699,2800,494.56e-06
Alpha and A,Generated,700,2800,361.74e-06
Alpha and A,Improved,696,2800,463.30e-06
Alpha and A,Improved,697,2800,587.46e-06
Alpha and A,Improved,698,2800,77.24e-06
Alpha and A,Improved,699,2800,191.96e-06
Alpha and A,Improved,700,2800,167.76e-06
Alpha and A,Generated,701,2900,1151.68e-06
Alpha and A,Generated,702,2900,2389.57e-06
Alpha and A,Generated,703,2900,6600.82e-06
Alpha and A,Generated,704,2900,23148.03e-06
Alpha and A,Generated,705,2900,398.96e-06
Alpha and A,Improved,701,2900,251.78e-06
Alpha and A,Improved,702,2900,557.05e-06
Alpha and A,Improved,703,2900,330.06e-06
Alpha and A,Improved,704,2900,70.20e-06
Alpha and A,Improved,705,2900,276.43e-06
Alpha and A,Generated,706,2900,666.59e-06
Alpha and A,Generated,707,2900,4620.71e-06
Alpha and A,Generated,708,2900,869.73e-06
Alpha and A,Generated,709,2900,1250.33e-06
Alpha and A,Generated,710,2900,1268.76e-06
Alpha and A,Improved,706,2900,457.45e-06
Alpha and A,Improved,707,2900,471.74e-06
Alpha and A,Improved,708,2900,638.54e-06
Alpha and A,Improved,709,2900,283.11e-06
Alpha and A,Improved,710,2900,390.23e-06
Alpha and A,Generated,711,2900,120.33e-06
Alpha and A,Generated,712,2900,23385.99e-06
Alpha and A,Generated,713,2900,203.50e-06
Alpha and A,Generated,714,2900,624.51e-06
Alpha and A,Generated,715,2900,1544.54e-06
Alpha and A,Improved,711,2900,68.68e-06
Alpha and A,Improved,712,2900,126.07e-06
Alpha and A,Improved,713,2900,137.20e-06
Alpha and A,Improved,714,2900,445.69e-06
Alpha and A,Improved,715,2900,580.39e-06
Alpha and A,Generated,716,2900,27182.54e-06
Alpha and A,Generated,717,2900,13132.20e-06
Alpha and A,Generated,718,2900,140.40e-06
Alpha and A,Generated,719,2900,510.24e-06
Alpha and A,Generated,720,2900,201.48e-06
Alpha and A,Improved,716,2900,151.15e-06
Alpha and A,Improved,717,2900,258.11e-06
Alpha and A,Improved,718,2900,44.74e-06
Alpha and A,Improved,719,2900,206.20e-06
Alpha and A,Improved,720,2900,95.89e-06
Alpha and A,Generated,721,2900,3950.30e-06
Alpha and A,Generated,722,2900,9215.76e-06
Alpha and A,Generated,723,2900,674.88e-06
Alpha and A,Generated,724,2900,12898.68e-06
Alpha and A,Generated,725,2900,342.69e-06
Alpha and A,Improved,721,2900,537.25e-06
Alpha and A,Improved,722,2900,281.55e-06
Alpha and A,Improved,723,2900,284.75e-06
Alpha and A,Improved,724,2900,181.49e-06
Alpha and A,Improved,725,2900,254.69e-06
Alpha and A,Generated,726,3000,17516.81e-06
Alpha and A,Generated,727,3000,730.99e-06
Alpha and A,Generated,728,3000,607.49e-06
Alpha and A,Generated,729,3000,702.28e-06
Alpha and A,Generated,730,3000,1500.79e-06
Alpha and A,Improved,726,3000,199.07e-06
Alpha and A,Improved,727,3000,554.10e-06
Alpha and A,Improved,728,3000,438.13e-06
Alpha and A,Improved,729,3000,506.67e-06
Alpha and A,Improved,730,3000,1101.75e-06
Alpha and A,Generated,731,3000,14558.26e-06
Alpha and A,Generated,732,3000,460.38e-06
Alpha and A,Generated,733,3000,939.82e-06
Alpha and A,Generated,734,3000,797.99e-06
Alpha and A,Generated,735,3000,16969.59e-06
Alpha and A,Improved,731,3000,104.74e-06
Alpha and A,Improved,732,3000,409.03e-06
Alpha and A,Improved,733,3000,695.93e-06
Alpha and A,Improved,734,3000,624.24e-06
Alpha and A,Improved,735,3000,156.83e-06
Alpha and A,Generated,736,3000,305.33e-06
Alpha and A,Generated,737,3000,435.24e-06
Alpha and A,Generated,738,3000,2457.69e-06
Alpha and A,Generated,739,3000,1035.65e-06
Alpha and A,Generated,740,3000,559.11e-06
Alpha and A,Improved,736,3000,217.61e-06
Alpha and A,Improved,737,3000,276.60e-06
Alpha and A,Improved,738,3000,437.26e-06
Alpha and A,Improved,739,3000,641.48e-06
Alpha and A,Improved,740,3000,743.11e-06
Alpha and A,Generated,741,3000,474.61e-06
Alpha and A,Generated,742,3000,59.18e-06
Alpha and A,Generated,743,3000,1206.42e-06
Alpha and A,Generated,744,3000,1643.02e-06
Alpha and A,Generated,745,3000,4116.28e-06
Alpha and A,Improved,741,3000,348.55e-06
Alpha and A,Improved,742,3000,20.60e-06
Alpha and A,Improved,743,3000,303.92e-06
Alpha and A,Improved,744,3000,888.13e-06
Alpha and A,Improved,745,3000,498.83e-06
Alpha and A,Generated,746,3000,334.70e-06
Alpha and A,Generated,747,3000,7482.80e-06
Alpha and A,Generated,748,3000,12319.87e-06
Alpha and A,Generated,749,3000,706.77e-06
Alpha and A,Generated,750,3000,22629.95e-06
Alpha and A,Improved,746,3000,244.23e-06
Alpha and A,Improved,747,3000,468.75e-06
Alpha and A,Improved,748,3000,263.13e-06
Alpha and A,Improved,749,3000,529.54e-06
Alpha and A,Improved,750,3000,167.48e-06
Alpha and A,Generated,751,3100,777.27e-06
Alpha and A,Generated,752,3100,7222.02e-06
Alpha and A,Generated,753,3100,19800.38e-06
Alpha and A,Generated,754,3100,2158.50e-06
Alpha and A,Generated,755,3100,18482.59e-06
Alpha and A,Improved,751,3100,323.36e-06
Alpha and A,Improved,752,3100,154.48e-06
Alpha and A,Improved,753,3100,27.07e-06
Alpha and A,Improved,754,3100,262.72e-06
Alpha and A,Improved,755,3100,45.50e-06
Alpha and A,Generated,756,3100,30146.50e-06
Alpha and A,Generated,757,3100,363.40e-06
Alpha and A,Generated,758,3100,465.89e-06
Alpha and A,Generated,759,3100,671.30e-06
Alpha and A,Generated,760,3100,493.08e-06
Alpha and A,Improved,756,3100,38.00e-06
Alpha and A,Improved,757,3100,144.91e-06
Alpha and A,Improved,758,3100,365.76e-06
Alpha and A,Improved,759,3100,168.86e-06
Alpha and A,Improved,760,3100,492.19e-06
Alpha and A,Generated,761,3100,15495.43e-06
Alpha and A,Generated,762,3100,547.74e-06
Alpha and A,Generated,763,3100,93.23e-06
Alpha and A,Generated,764,3100,813.27e-06
Alpha and A,Generated,765,3100,24165.73e-06
Alpha and A,Improved,761,3100,259.73e-06
Alpha and A,Improved,762,3100,435.78e-06
Alpha and A,Improved,763,3100,47.28e-06
Alpha and A,Improved,764,3100,613.24e-06
Alpha and A,Improved,765,3100,83.84e-06
Alpha and A,Generated,766,3100,601.15e-06
Alpha and A,Generated,767,3100,544.02e-06
Alpha and A,Generated,768,3100,1063.28e-06
Alpha and A,Generated,769,3100,603.00e-06
Alpha and A,Generated,770,3100,5635.49e-06
Alpha and A,Improved,766,3100,404.67e-06
Alpha and A,Improved,767,3100,369.27e-06
Alpha and A,Improved,768,3100,345.63e-06
Alpha and A,Improved,769,3100,291.69e-06
Alpha and A,Improved,770,3100,207.48e-06
Alpha and A,Generated,771,3100,3737.83e-06
Alpha and A,Generated,772,3100,27045.39e-06
Alpha and A,Generated,773,3100,23609.99e-06
Alpha and A,Generated,774,3100,16371.91e-06
Alpha and A,Generated,775,3100,646.78e-06
Alpha and A,Improved,771,3100,505.86e-06
Alpha and A,Improved,772,3100,168.51e-06
Alpha and A,Improved,773,3100,147.38e-06
Alpha and A,Improved,774,3100,228.60e-06
Alpha and A,Improved,775,3100,447.18e-06
Alpha and A,Generated,776,3200,14959.45e-06
Alpha and A,Generated,777,3200,8337.14e-06
Alpha and A,Generated,778,3200,2928.56e-06
Alpha and A,Generated,779,3200,300.67e-06
Alpha and A,Generated,780,3200,341.16e-06
Alpha and A,Improved,776,3200,445.87e-06
Alpha and A,Improved,777,3200,239.44e-06
Alpha and A,Improved,778,3200,884.04e-06
Alpha and A,Improved,779,3200,210.43e-06
Alpha and A,Improved,780,3200,225.18e-06
Alpha and A,Generated,781,3200,10500.35e-06
Alpha and A,Generated,782,3200,287.53e-06
Alpha and A,Generated,783,3200,14354.36e-06
Alpha and A,Generated,784,3200,38828.39e-06
Alpha and A,Generated,785,3200,102.99e-06
Alpha and A,Improved,781,3200,261.30e-06
Alpha and A,Improved,782,3200,188.42e-06
Alpha and A,Improved,783,3200,398.83e-06
Alpha and A,Improved,784,3200,50.06e-06
Alpha and A,Improved,785,3200,49.22e-06
Alpha and A,Generated,786,3200,411.54e-06
Alpha and A,Generated,787,3200,11818.84e-06
Alpha and A,Generated,788,3200,179.35e-06
Alpha and A,Generated,789,3200,4438.70e-06
Alpha and A,Generated,790,3200,64.83e-06
Alpha and A,Improved,786,3200,280.49e-06
