set,algorithm,id,size,time
Alpha and A,Improved,356,1402,88.13e-06
Alpha and A,Improved,357,1402,80.30e-06
Alpha and A,Improved,358,1402,87.95e-06
Alpha and A,Improved,359,1402,162.08e-06
Alpha and A,Improved,360,1402,61.69e-06
Alpha and A,Generated,361,1402,148.64e-06
Alpha and A,Generated,362,1402,290.58e-06
Alpha and A,Generated,363,1402,3172.55e-06
Alpha and A,Generated,364,1402,92.18e-06
Alpha and A,Generated,365,1402,86.07e-06
Alpha and A,Improved,361,1402,100.87e-06
Alpha and A,Improved,362,1402,62.29e-06
Alpha and A,Improved,363,1402,14.23e-06
Alpha and A,Improved,364,1402,61.94e-06
Alpha and A,Improved,365,1402,38.57e-06
Alpha and A,Generated,366,1402,100.77e-06
Alpha and A,Generated,367,1402,280.15e-06
Alpha and A,Generated,368,1402,153.86e-06
Alpha and A,Generated,369,1402,67.34e-06
Alpha and A,Generated,370,1402,163.23e-06
Alpha and A,Improved,366,1402,96.92e-06
Alpha and A,Improved,367,1402,163.30e-06
Alpha and A,Improved,368,1402,77.47e-06
Alpha and A,Improved,369,1402,81.16e-06
Alpha and A,Improved,370,1402,227.29e-06
Alpha and A,Generated,371,1402,224.93e-06
Alpha and A,Generated,372,1402,2817.13e-06
Alpha and A,Generated,373,1402,312.42e-06
Alpha and A,Generated,374,1402,5289.20e-06
Alpha and A,Generated,375,1402,645.22e-06
Alpha and A,Improved,371,1402,157.92e-06
Alpha and A,Improved,372,1402,98.98e-06
Alpha and A,Improved,373,1402,224.12e-06
Alpha and A,Improved,374,1402,47.35e-06
Alpha and A,Improved,375,1402,254.81e-06
Alpha and A,Generated,376,1502,233.33e-06
Alpha and A,Generated,377,1502,319.72e-06
Alpha and A,Generated,378,1502,503.54e-06
Alpha and A,Generated,379,1502,2047.34e-06
Alpha and A,Generated,380,1502,436.91e-06
Alpha and A,Improved,376,1502,133.12e-06
Alpha and A,Improved,377,1502,225.96e-06
Alpha and A,Improved,378,1502,167.69e-06
Alpha and A,Improved,379,1502,99.26e-06
Alpha and A,Improved,380,1502,302.63e-06
Alpha and A,Generated,381,1502,195.06e-06
Alpha and A,Generated,382,1502,972.38e-06
Alpha and A,Generated,383,1502,568.56e-06
Alpha and A,Generated,384,1502,319.18e-06
Alpha and A,Generated,385,1502,7725.82e-06
Alpha and A,Improved,381,1502,157.55e-06
Alpha and A,Improved,382,1502,241.63e-06
Alpha and A,Improved,383,1502,284.64e-06
Alpha and A,Improved,384,1502,60.27e-06
Alpha and A,Improved,385,1502,24.39e-06
Alpha and A,Generated,386,1502,89.84e-06
Alpha and A,Generated,387,1502,107.23e-06
Alpha and A,Generated,388,1502,218.37e-06
Alpha and A,Generated,389,1502,182.03e-06
Alpha and A,Generated,390,1502,251.64e-06
Alpha and A,Improved,386,1502,61.09e-06
Alpha and A,Improved,387,1502,76.53e-06
Alpha and A,Improved,388,1502,161.77e-06
Alpha and A,Improved,389,1502,127.91e-06
Alpha and A,Improved,390,1502,192.81e-06
Alpha and A,Generated,391,1502,59.00e-06
Alpha and A,Generated,392,1502,106.31e-06
Alpha and A,Generated,393,1502,29.22e-06
Alpha and A,Generated,394,1502,744.19e-06
Alpha and A,Generated,395,1502,4034.88e-06
Alpha and A,Improved,391,1502,35.96e-06
Alpha and A,Improved,392,1502,65.09e-06
Alpha and A,Improved,393,1502,14.71e-06
Alpha and A,Improved,394,1502,92.28e-06
Alpha and A,Improved,395,1502,32.01e-06
Alpha and A,Generated,396,1502,1793.03e-06
Alpha and A,Generated,397,1502,202.39e-06
Alpha and A,Generated,398,1502,243.48e-06
Alpha and A,Generated,399,1502,294.28e-06
Alpha and A,Generated,400,1502,793.24e-06
Alpha and A,Improved,396,1502,153.48e-06
Alpha and A,Improved,397,1502,121.76e-06
Alpha and A,Improved,398,1502,172.09e-06
Alpha and A,Improved,399,1502,266.57e-06
Alpha and A,Improved,400,1502,121.48e-06
Alpha and A,Generated,401,1602,145.94e-06
Alpha and A,Generated,402,1602,8417.81e-06
Alpha and A,Generated,403,1602,318.75e-06
Alpha and A,Generated,404,1602,97.84e-06
Alpha and A,Generated,405,1602,4862.66e-06
Alpha and A,Improved,401,1602,94.66e-06
Alpha and A,Improved,402,1602,31.22e-06
Alpha and A,Improved,403,1602,227.40e-06
Alpha and A,Improved,404,1602,59.31e-06
Alpha and A,Improved,405,1602,93.21e-06
Alpha and A,Generated,406,1602,1739.70e-06
Alpha and A,Generated,407,1602,242.81e-06
Alpha and A,Generated,408,1602,4703.56e-06
Alpha and A,Generated,409,1602,1082.10e-06
Alpha and A,Generated,410,1602,37.46e-06
Alpha and A,Improved,406,1602,98.34e-06
Alpha and A,Improved,407,1602,169.77e-06
Alpha and A,Improved,408,1602,116.88e-06
Alpha and A,Improved,409,1602,301.60e-06
Alpha and A,Improved,410,1602,14.22e-06
Alpha and A,Generated,411,1602,861.40e-06
Alpha and A,Generated,412,1602,283.43e-06
Alpha and A,Generated,413,1602,658.03e-06
Alpha and A,Generated,414,1602,417.02e-06
Alpha and A,Generated,415,1602,957.33e-06
Alpha and A,Improved,411,1602,225.28e-06
Alpha and A,Improved,412,1602,219.67e-06
Alpha and A,Improved,413,1602,92.77e-06
Alpha and A,Improved,414,1602,318.50e-06
Alpha and A,Improved,415,1602,255.68e-06
Alpha and A,Generated,416,1602,191.94e-06
Alpha and A,Generated,417,1602,3251.35e-06
Alpha and A,Generated,418,1602,306.73e-06
Alpha and A,Generated,419,1602,295.31e-06
Alpha and A,Generated,420,1602,282.52e-06
Alpha and A,Improved,416,1602,141.20e-06
Alpha and A,Improved,417,1602,72.83e-06
Alpha and A,Improved,418,1602,57.57e-06
Alpha and A,Improved,419,1602,96.82e-06
Alpha and A,Improved,420,1602,176.78e-06
Alpha and A,Generated,421,1602,440.59e-06
Alpha and A,Generated,422,1602,230.12e-06
Alpha and A,Generated,423,1602,8489.61e-06
Alpha and A,Generated,424,1602,91.37e-06
Alpha and A,Generated,425,1602,146.59e-06
Alpha and A,Improved,421,1602,331.70e-06
Alpha and A,Improved,422,1602,161.23e-06
Alpha and A,Improved,423,1602,47.59e-06
Alpha and A,Improved,424,1602,52.91e-06
Alpha and A,Improved,425,1602,92.88e-06
Alpha and A,Generated,426,1702,1151.71e-06
Alpha and A,Generated,427,1702,2163.23e-06
Alpha and A,Generated,428,1702,1700.77e-06
Alpha and A,Generated,429,1702,5336.51e-06
Alpha and A,Generated,430,1702,834.74e-06
Alpha and A,Improved,426,1702,40.27e-06
Alpha and A,Improved,427,1702,12.25e-06
Alpha and A,Improved,428,1702,25.77e-06
Alpha and A,Improved,429,1702,20.82e-06
Alpha and A,Improved,430,1702,121.66e-06
Alpha and A,Generated,431,1702,2637.26e-06
Alpha and A,Generated,432,1702,3432.73e-06
Alpha and A,Generated,433,1702,733.89e-06
Alpha and A,Generated,434,1702,352.50e-06
Alpha and A,Generated,435,1702,465.61e-06
Alpha and A,Improved,431,1702,130.08e-06
Alpha and A,Improved,432,1702,260.12e-06
Alpha and A,Improved,433,1702,454.78e-06
Alpha and A,Improved,434,1702,265.44e-06
Alpha and A,Improved,435,1702,350.64e-06
Alpha and A,Generated,436,1702,1188.36e-06
Alpha and A,Generated,437,1702,6379.63e-06
Alpha and A,Generated,438,1702,3018.11e-06
Alpha and A,Generated,439,1702,43.33e-06
Alpha and A,Generated,440,1702,2911.49e-06
Alpha and A,Improved,436,1702,187.00e-06
Alpha and A,Improved,437,1702,113.73e-06
Alpha and A,Improved,438,1702,134.29e-06
Alpha and A,Improved,439,1702,17.72e-06
Alpha and A,Improved,440,1702,104.78e-06
Alpha and A,Generated,441,1702,305.69e-06
Alpha and A,Generated,442,1702,35.41e-06
Alpha and A,Generated,443,1702,133.31e-06
Alpha and A,Generated,444,1702,1057.81e-06
Alpha and A,Generated,445,1702,192.92e-06
Alpha and A,Improved,441,1702,226.60e-06
Alpha and A,Improved,442,1702,19.14e-06
Alpha and A,Improved,443,1702,85.60e-06
Alpha and A,Improved,444,1702,59.53e-06
Alpha and A,Improved,445,1702,142.83e-06
Alpha and A,Generated,446,1702,1645.18e-06
Alpha and A,Generated,447,1702,146.50e-06
Alpha and A,Generated,448,1702,132.80e-06
Alpha and A,Generated,449,1702,398.57e-06
Alpha and A,Generated,450,1702,760.07e-06
Alpha and A,Improved,446,1702,42.47e-06
Alpha and A,Improved,447,1702,198.52e-06
Alpha and A,Improved,448,1702,141.18e-06
Alpha and A,Improved,449,1702,304.58e-06
Alpha and A,Improved,450,1702,228.16e-06
Alpha and A,Generated,451,1802,104.77e-06
Alpha and A,Generated,452,1802,133.66e-06
Alpha and A,Generated,453,1802,100.91e-06
Alpha and A,Generated,454,1802,287.74e-06
Alpha and A,Generated,455,1802,546.84e-06
Alpha and A,Improved,451,1802,68.67e-06
Alpha and A,Improved,452,1802,91.98e-06
Alpha and A,Improved,453,1802,67.08e-06
Alpha and A,Improved,454,1802,219.44e-06
Alpha and A,Improved,455,1802,99.68e-06
Alpha and A,Generated,456,1802,2088.91e-06
Alpha and A,Generated,457,1802,205.78e-06
Alpha and A,Generated,458,1802,391.80e-06
Alpha and A,Generated,459,1802,224.13e-06
Alpha and A,Generated,460,1802,109.88e-06
Alpha and A,Improved,456,1802,263.23e-06
Alpha and A,Improved,457,1802,142.00e-06
Alpha and A,Improved,458,1802,288.22e-06
Alpha and A,Improved,459,1802,157.95e-06
Alpha and A,Improved,460,1802,61.45e-06
Alpha and A,Generated,461,1802,51.11e-06
Alpha and A,Generated,462,1802,1059.73e-06
Alpha and A,Generated,463,1802,11198.87e-06
Alpha and A,Generated,464,1802,6596.21e-06
Alpha and A,Generated,465,1802,2860.06e-06
Alpha and A,Improved,461,1802,23.33e-06
Alpha and A,Improved,462,1802,87.57e-06
Alpha and A,Improved,463,1802,31.09e-06
Alpha and A,Improved,464,1802,77.44e-06
Alpha and A,Improved,465,1802,92.65e-06
Alpha and A,Generated,466,1802,122.49e-06
Alpha and A,Generated,467,1802,58.03e-06
Alpha and A,Generated,468,1802,47.54e-06
Alpha and A,Generated,469,1802,174.73e-06
Alpha and A,Generated,470,1802,304.36e-06
Alpha and A,Improved,466,1802,70.66e-06
Alpha and A,Improved,467,1802,60.19e-06
Alpha and A,Improved,468,1802,50.57e-06
Alpha and A,Improved,469,1802,124.87e-06
Alpha and A,Improved,470,1802,212.57e-06
Alpha and A,Generated,471,1802,282.70e-06
Alpha and A,Generated,472,1802,340.62e-06
Alpha and A,Generated,473,1802,104.29e-06
Alpha and A,Generated,474,1802,188.28e-06
Alpha and A,Generated,475,1802,55.58e-06
Alpha and A,Improved,471,1802,189.90e-06
Alpha and A,Improved,472,1802,128.37e-06
Alpha and A,Improved,473,1802,70.77e-06
Alpha and A,Improved,474,1802,129.78e-06
Alpha and A,Improved,475,1802,29.68e-06
Alpha and A,Generated,476,1902,808.50e-06
Alpha and A,Generated,477,1902,3243.21e-06
Alpha and A,Generated,478,1902,302.47e-06
Alpha and A,Generated,479,1902,760.93e-06
Alpha and A,Generated,480,1902,3089.56e-06
Alpha and A,Improved,476,1902,298.73e-06
Alpha and A,Improved,477,1902,230.59e-06
Alpha and A,Improved,478,1902,223.57e-06
Alpha and A,Improved,479,1902,417.92e-06
Alpha and A,Improved,480,1902,228.41e-06
Alpha and A,Generated,481,1902,199.50e-06
Alpha and A,Generated,482,1902,349.69e-06
Alpha and A,Generated,483,1902,254.34e-06
Alpha and A,Generated,484,1902,3944.90e-06
Alpha and A,Generated,485,1902,1075.87e-06
Alpha and A,Improved,481,1902,252.99e-06
Alpha and A,Improved,482,1902,94.24e-06
Alpha and A,Improved,483,1902,354.77e-06
Alpha and A,Improved,484,1902,162.50e-06
Alpha and A,Improved,485,1902,470.77e-06
Alpha and A,Generated,486,1902,357.84e-06
Alpha and A,Generated,487,1902,191.84e-06
Alpha and A,Generated,488,1902,138.20e-06
Alpha and A,Generated,489,1902,1054.38e-06
Alpha and A,Generated,490,1902,426.18e-06
Alpha and A,Improved,486,1902,142.74e-06
Alpha and A,Improved,487,1902,136.24e-06
Alpha and A,Improved,488,1902,99.92e-06
Alpha and A,Improved,489,1902,101.69e-06
Alpha and A,Improved,490,1902,246.06e-06
Alpha and A,Generated,491,1902,291.23e-06
Alpha and A,Generated,492,1902,184.87e-06
Alpha and A,Generated,493,1902,783.12e-06
Alpha and A,Generated,494,1902,249.09e-06
Alpha and A,Generated,495,1902,38.67e-06
Alpha and A,Improved,491,1902,191.62e-06
Alpha and A,Improved,492,1902,124.93e-06
Alpha and A,Improved,493,1902,573.48e-06
Alpha and A,Improved,494,1902,171.45e-06
Alpha and A,Improved,495,1902,12.12e-06
Alpha and A,Generated,496,1902,2208.58e-06
Alpha and A,Generated,497,1902,29.51e-06
Alpha and A,Generated,498,1902,1125.73e-06
Alpha and A,Generated,499,1902,1094.06e-06
Alpha and A,Generated,500,1902,2360.94e-06
Alpha and A,Improved,496,1902,75.57e-06
Alpha and A,Improved,497,1902,25.16e-06
Alpha and A,Improved,498,1902,269.91e-06
Alpha and A,Improved,499,1902,427.06e-06
Alpha and A,Improved,500,1902,147.23e-06
Alpha and A,Generated,501,2002,764.84e-06
Alpha and A,Generated,502,2002,908.01e-06
Alpha and A,Generated,503,2002,494.94e-06
Alpha and A,Generated,504,2002,265.38e-06
Alpha and A,Generated,505,2002,251.62e-06
Alpha and A,Improved,501,2002,588.07e-06
Alpha and A,Improved,502,2002,550.62e-06
Alpha and A,Improved,503,2002,69.77e-06
Alpha and A,Improved,504,2002,170.92e-06
Alpha and A,Improved,505,2002,173.52e-06
Alpha and A,Generated,506,2002,840.09e-06
Alpha and A,Generated,507,2002,187.98e-06
Alpha and A,Generated,508,2002,155.96e-06
Alpha and A,Generated,509,2002,4592.92e-06
Alpha and A,Generated,510,2002,422.04e-06
Alpha and A,Improved,506,2002,134.08e-06
Alpha and A,Improved,507,2002,137.45e-06
Alpha and A,Improved,508,2002,107.61e-06
Alpha and A,Improved,509,2002,94.90e-06
Alpha and A,Improved,510,2002,325.61e-06
Alpha and A,Generated,511,2002,1764.74e-06
Alpha and A,Generated,512,2002,289.06e-06
Alpha and A,Generated,513,2002,216.82e-06
Alpha and A,Generated,514,2002,2022.21e-06
Alpha and A,Generated,515,2002,657.71e-06
Alpha and A,Improved,511,2002,208.22e-06
Alpha and A,Improved,512,2002,202.62e-06
Alpha and A,Improved,513,2002,147.00e-06
Alpha and A,Improved,514,2002,128.57e-06
Alpha and A,Improved,515,2002,517.82e-06
Alpha and A,Generated,516,2002,213.91e-06
Alpha and A,Generated,517,2002,597.36e-06
Alpha and A,Generated,518,2002,28.93e-06
Alpha and A,Generated,519,2002,843.41e-06
Alpha and A,Generated,520,2002,289.89e-06
Alpha and A,Improved,516,2002,158.77e-06
Alpha and A,Improved,517,2002,150.77e-06
Alpha and A,Improved,518,2002,12.15e-06
Alpha and A,Improved,519,2002,71.61e-06
Alpha and A,Improved,520,2002,222.67e-06
Alpha and A,Generated,521,2002,310.33e-06
Alpha and A,Generated,522,2002,57.83e-06
Alpha and A,Generated,523,2002,181.31e-06
Alpha and A,Generated,524,2002,896.97e-06
Alpha and A,Generated,525,2002,4866.66e-06
Alpha and A,Improved,521,2002,235.60e-06
Alpha and A,Improved,522,2002,33.13e-06
Alpha and A,Improved,523,2002,103.25e-06
Alpha and A,Improved,524,2002,135.50e-06
Alpha and A,Improved,525,2002,208.34e-06
Alpha and A,Generated,526,2102,466.54e-06
Alpha and A,Generated,527,2102,1361.87e-06
Alpha and A,Generated,528,2102,291.68e-06
Alpha and A,Generated,529,2102,16239.88e-06
Alpha and A,Generated,530,2102,3541.68e-06
Alpha and A,Improved,526,2102,340.53e-06
Alpha and A,Improved,527,2102,350.97e-06
Alpha and A,Improved,528,2102,201.99e-06
Alpha and A,Improved,529,2102,32.09e-06
Alpha and A,Improved,530,2102,354.39e-06
Alpha and A,Generated,531,2102,163.73e-06
Alpha and A,Generated,532,2102,6374.05e-06
Alpha and A,Generated,533,2102,143.75e-06
Alpha and A,Generated,534,2102,3445.08e-06
Alpha and A,Generated,535,2102,14735.39e-06
Alpha and A,Improved,531,2102,215.06e-06
Alpha and A,Improved,532,2102,77.03e-06
Alpha and A,Improved,533,2102,195.58e-06
Alpha and A,Improved,534,2102,101.48e-06
Alpha and A,Improved,535,2102,35.56e-06
Alpha and A,Generated,536,2102,3577.74e-06
Alpha and A,Generated,537,2102,113.80e-06
Alpha and A,Generated,538,2102,318.78e-06
Alpha and A,Generated,539,2102,13277.43e-06
Alpha and A,Generated,540,2102,86.85e-06
Alpha and A,Improved,536,2102,336.91e-06
Alpha and A,Improved,537,2102,67.93e-06
Alpha and A,Improved,538,2102,225.22e-06
Alpha and A,Improved,539,2102,57.42e-06
Alpha and A,Improved,540,2102,46.95e-06
Alpha and A,Generated,541,2102,196.97e-06
Alpha and A,Generated,542,2102,1690.50e-06
Alpha and A,Generated,543,2102,461.25e-06
Alpha and A,Generated,544,2102,79.38e-06
Alpha and A,Generated,545,2102,343.62e-06
Alpha and A,Improved,541,2102,116.75e-06
Alpha and A,Improved,542,2102,100.84e-06
Alpha and A,Improved,543,2102,163.40e-06
Alpha and A,Improved,544,2102,43.41e-06
Alpha and A,Improved,545,2102,136.63e-06
Alpha and A,Generated,546,2102,735.78e-06
Alpha and A,Generated,547,2102,202.74e-06
Alpha and A,Generated,548,2102,326.39e-06
Alpha and A,Generated,549,2102,208.98e-06
Alpha and A,Generated,550,2102,22.83e-06
Alpha and A,Improved,546,2102,197.38e-06
Alpha and A,Improved,547,2102,144.72e-06
Alpha and A,Improved,548,2102,257.11e-06
Alpha and A,Improved,549,2102,137.70e-06
Alpha and A,Improved,550,2102,7.42e-06
Alpha and A,Generated,551,2202,6275.48e-06
Alpha and A,Generated,552,2202,224.10e-06
Alpha and A,Generated,553,2202,4638.17e-06
Alpha and A,Generated,554,2202,380.70e-06
Alpha and A,Generated,555,2202,422.25e-06
Alpha and A,Improved,551,2202,56.34e-06
Alpha and A,Improved,552,2202,165.71e-06
Alpha and A,Improved,553,2202,70.09e-06
Alpha and A,Improved,554,2202,189.49e-06
Alpha and A,Improved,555,2202,248.48e-06
Alpha and A,Generated,556,2202,133.67e-06
Alpha and A,Generated,557,2202,73.76e-06
Alpha and A,Generated,558,2202,1563.43e-06
Alpha and A,Generated,559,2202,645.68e-06
Alpha and A,Generated,560,2202,803.90e-06
Alpha and A,Improved,556,2202,174.05e-06
Alpha and A,Improved,557,2202,83.54e-06
Alpha and A,Improved,558,2202,160.11e-06
Alpha and A,Improved,559,2202,478.21e-06
Alpha and A,Improved,560,2202,519.38e-06
Alpha and A,Generated,561,2202,6026.64e-06
Alpha and A,Generated,562,2202,150.50e-06
Alpha and A,Generated,563,2202,542.61e-06
Alpha and A,Generated,564,2202,537.53e-06
Alpha and A,Generated,565,2202,1227.05e-06
Alpha and A,Improved,561,2202,151.06e-06
Alpha and A,Improved,562,2202,95.39e-06
Alpha and A,Improved,563,2202,402.41e-06
Alpha and A,Improved,564,2202,428.33e-06
Alpha and A,Improved,565,2202,196.57e-06
Alpha and A,Generated,566,2202,718.26e-06
Alpha and A,Generated,567,2202,886.83e-06
Alpha and A,Generated,568,2202,4145.29e-06
Alpha and A,Generated,569,2202,1800.73e-06
Alpha and A,Generated,570,2202,287.95e-06
Alpha and A,Improved,566,2202,163.84e-06
Alpha and A,Improved,567,2202,179.71e-06
Alpha and A,Improved,568,2202,84.25e-06
Alpha and A,Improved,569,2202,151.99e-06
Alpha and A,Improved,570,2202,212.66e-06
Alpha and A,Generated,571,2202,6739.85e-06
Alpha and A,Generated,572,2202,779.30e-06
Alpha and A,Generated,573,2202,1999.20e-06
Alpha and A,Generated,574,2202,583.13e-06
Alpha and A,Generated,575,2202,736.83e-06
Alpha and A,Improved,571,2202,228.45e-06
Alpha and A,Improved,572,2202,565.99e-06
Alpha and A,Improved,573,2202,252.21e-06
Alpha and A,Improved,574,2202,427.39e-06
Alpha and A,Improved,575,2202,373.55e-06
Alpha and A,Generated,576,2302,4080.32e-06
Alpha and A,Generated,577,2302,3224.08e-06
Alpha and A,Generated,578,2302,4795.20e-06
Alpha and A,Generated,579,2302,47.47e-06
Alpha and A,Generated,580,2302,8544.94e-06
Alpha and A,Improved,576,2302,98.64e-06
Alpha and A,Improved,577,2302,169.36e-06
Alpha and A,Improved,578,2302,73.77e-06
Alpha and A,Improved,579,2302,25.06e-06
Alpha and A,Improved,580,2302,25.59e-06
Alpha and A,Generated,581,2302,483.35e-06
Alpha and A,Generated,582,2302,3018.52e-06
Alpha and A,Generated,583,2302,710.61e-06
Alpha and A,Generated,584,2302,1392.63e-06
Alpha and A,Generated,585,2302,324.17e-06
Alpha and A,Improved,581,2302,345.92e-06
Alpha and A,Improved,582,2302,418.08e-06
Alpha and A,Improved,583,2302,537.91e-06
Alpha and A,Improved,584,2302,321.27e-06
Alpha and A,Improved,585,2302,221.38e-06
Alpha and A,Generated,586,2302,2774.59e-06
Alpha and A,Generated,587,2302,5082.50e-06
Alpha and A,Generated,588,2302,205.26e-06
Alpha and A,Generated,589,2302,4128.41e-06
Alpha and A,Generated,590,2302,3813.06e-06
Alpha and A,Improved,586,2302,218.86e-06
Alpha and A,Improved,587,2302,88.89e-06
Alpha and A,Improved,588,2302,134.87e-06
Alpha and A,Improved,589,2302,380.49e-06
Alpha and A,Improved,590,2302,319.71e-06
Alpha and A,Generated,591,2302,7060.09e-06
Alpha and A,Generated,592,2302,225.77e-06
Alpha and A,Generated,593,2302,4149.97e-06
Alpha and A,Generated,594,2302,173.74e-06
Alpha and A,Generated,595,2302,122.43e-06
Alpha and A,Improved,591,2302,50.12e-06
Alpha and A,Improved,592,2302,156.40e-06
Alpha and A,Improved,593,2302,151.94e-06
Alpha and A,Improved,594,2302,99.00e-06
Alpha and A,Improved,595,2302,59.22e-06
Alpha and A,Generated,596,2302,3661.56e-06
Alpha and A,Generated,597,2302,267.19e-06
Alpha and A,Generated,598,2302,3688.08e-06
Alpha and A,Generated,599,2302,490.60e-06
Alpha and A,Generated,600,2302,11297.29e-06
Alpha and A,Improved,596,2302,467.65e-06
Alpha and A,Improved,597,2302,188.72e-06
Alpha and A,Improved,598,2302,164.97e-06
Alpha and A,Improved,599,2302,362.36e-06
Alpha and A,Improved,600,2302,20.57e-06
Alpha and A,Generated,601,2402,2063.68e-06
Alpha and A,Generated,602,2402,158.19e-06
Alpha and A,Generated,603,2402,59.52e-06
Alpha and A,Generated,604,2402,9917.74e-06
Alpha and A,Generated,605,2402,2313.19e-06
Alpha and A,Improved,601,2402,131.52e-06
Alpha and A,Improved,602,2402,110.42e-06
Alpha and A,Improved,603,2402,27.88e-06
Alpha and A,Improved,604,2402,21.67e-06
Alpha and A,Improved,605,2402,165.60e-06
Alpha and A,Generated,606,2402,134.93e-06
Alpha and A,Generated,607,2402,207.09e-06
Alpha and A,Generated,608,2402,896.29e-06
Alpha and A,Generated,609,2402,768.47e-06
Alpha and A,Generated,610,2402,261.34e-06
Alpha and A,Improved,606,2402,76.42e-06
Alpha and A,Improved,607,2402,138.31e-06
Alpha and A,Improved,608,2402,681.20e-06
Alpha and A,Improved,609,2402,592.37e-06
Alpha and A,Improved,610,2402,167.54e-06
Alpha and A,Generated,611,2402,629.17e-06
Alpha and A,Generated,612,2402,342.54e-06
Alpha and A,Generated,613,2402,616.37e-06
Alpha and A,Generated,614,2402,560.88e-06
Alpha and A,Generated,615,2402,565.97e-06
Alpha and A,Improved,611,2402,297.81e-06
Alpha and A,Improved,612,2402,238.87e-06
Alpha and A,Improved,613,2402,251.28e-06
Alpha and A,Improved,614,2402,460.35e-06
Alpha and A,Improved,615,2402,133.21e-06
Alpha and A,Generated,616,2402,184.57e-06
Alpha and A,Generated,617,2402,6570.97e-06
Alpha and A,Generated,618,2402,122.51e-06
Alpha and A,Generated,619,2402,628.57e-06
Alpha and A,Generated,620,2402,676.56e-06
Alpha and A,Improved,616,2402,117.20e-06
Alpha and A,Improved,617,2402,355.40e-06
Alpha and A,Improved,618,2402,59.55e-06
Alpha and A,Improved,619,2402,407.03e-06
Alpha and A,Improved,620,2402,516.07e-06
Alpha and A,Generated,621,2402,182.03e-06
Alpha and A,Generated,622,2402,33.76e-06
Alpha and A,Generated,623,2402,296.83e-06
Alpha and A,Generated,624,2402,4212.27e-06
Alpha and A,Generated,625,2402,483.58e-06
Alpha and A,Improved,621,2402,243.87e-06
Alpha and A,Improved,622,2402,27.07e-06
Alpha and A,Improved,623,2402,425.02e-06
Alpha and A,Improved,624,2402,269.00e-06
Alpha and A,Improved,625,2402,337.47e-06
Alpha and A,Generated,626,2502,266.14e-06
Alpha and A,Generated,627,2502,2676.99e-06
Alpha and A,Generated,628,2502,336.87e-06
Alpha and A,Generated,629,2502,3093.96e-06
Alpha and A,Generated,630,2502,180.67e-06
Alpha and A,Improved,626,2502,52.29e-06
Alpha and A,Improved,627,2502,157.40e-06
Alpha and A,Improved,628,2502,495.50e-06
Alpha and A,Improved,629,2502,356.61e-06
Alpha and A,Improved,630,2502,103.96e-06
Alpha and A,Generated,631,2502,8592.04e-06
Alpha and A,Generated,632,2502,810.56e-06
Alpha and A,Generated,633,2502,1870.92e-06
Alpha and A,Generated,634,2502,3513.68e-06
Alpha and A,Generated,635,2502,417.00e-06
Alpha and A,Improved,631,2502,36.09e-06
Alpha and A,Improved,632,2502,164.66e-06
Alpha and A,Improved,633,2502,132.56e-06
Alpha and A,Improved,634,2502,144.49e-06
Alpha and A,Improved,635,2502,289.24e-06
Alpha and A,Generated,636,2502,139.67e-06
Alpha and A,Generated,637,2502,3949.03e-06
Alpha and A,Generated,638,2502,198.79e-06
Alpha and A,Generated,639,2502,82.54e-06
Alpha and A,Generated,640,2502,260.37e-06
Alpha and A,Improved,636,2502,94.74e-06
Alpha and A,Improved,637,2502,107.54e-06
Alpha and A,Improved,638,2502,138.77e-06
Alpha and A,Improved,639,2502,50.01e-06
Alpha and A,Improved,640,2502,194.30e-06
Alpha and A,Generated,641,2502,430.19e-06
Alpha and A,Generated,642,2502,1281.95e-06
Alpha and A,Generated,643,2502,2190.02e-06
Alpha and A,Generated,644,2502,3099.25e-06
Alpha and A,Generated,645,2502,7483.61e-06
Alpha and A,Improved,641,2502,365.03e-06
Alpha and A,Improved,642,2502,148.72e-06
Alpha and A,Improved,643,2502,122.01e-06
Alpha and A,Improved,644,2502,143.48e-06
Alpha and A,Improved,645,2502,64.61e-06
Alpha and A,Generated,646,2502,1615.13e-06
Alpha and A,Generated,647,2502,1416.99e-06
Alpha and A,Generated,648,2502,9409.41e-06
Alpha and A,Generated,649,2502,324.29e-06
Alpha and A,Generated,650,2502,3468.65e-06
Alpha and A,Improved,646,2502,480.72e-06
Alpha and A,Improved,647,2502,432.88e-06
Alpha and A,Improved,648,2502,228.07e-06
Alpha and A,Improved,649,2502,223.45e-06
Alpha and A,Improved,650,2502,273.40e-06
Alpha and A,Generated,651,2602,7495.93e-06
Alpha and A,Generated,652,2602,1014.34e-06
Alpha and A,Generated,653,2602,165.64e-06
Alpha and A,Generated,654,2602,14170.90e-06
Alpha and A,Generated,655,2602,18575.93e-06
Alpha and A,Improved,651,2602,201.78e-06
Alpha and A,Improved,652,2602,475.24e-06
Alpha and A,Improved,653,2602,94.03e-06
Alpha and A,Improved,654,2602,163.33e-06
Alpha and A,Improved,655,2602,110.31e-06
Alpha and A,Generated,656,2602,672.03e-06
Alpha and A,Generated,657,2602,1565.30e-06
Alpha and A,Generated,658,2602,15877.99e-06
Alpha and A,Generated,659,2602,873.52e-06
Alpha and A,Generated,660,2602,24093.61e-06
Alpha and A,Improved,656,2602,399.57e-06
Alpha and A,Improved,657,2602,285.99e-06
Alpha and A,Improved,658,2602,116.19e-06
