set,algorithm,id,size,time
"Alpha, A and C",Generated,748,2902,18421.91e-06
"Alpha, A and C",Generated,749,2902,501.75e-06
"Alpha, A and C",Generated,750,2902,609.73e-06
"Alpha, A and C",Improved,746,2902,325.10e-06
"Alpha, A and C",Improved,747,2902,66.09e-06
"Alpha, A and C",Improved,748,2902,138.50e-06
"Alpha, A and C",Improved,749,2902,287.78e-06
"Alpha, A and C",Improved,750,2902,346.44e-06
"Alpha, A and C",Generated,751,3002,1888.01e-06
"Alpha, A and C",Generated,752,3002,8368.20e-06
"Alpha, A and C",Generated,753,3002,345.54e-06
"Alpha, A and C",Generated,754,3002,24702.94e-06
"Alpha, A and C",Generated,755,3002,1535.90e-06
"Alpha, A and C",Improved,751,3002,425.39e-06
"Alpha, A and C",Improved,752,3002,187.80e-06
"Alpha, A and C",Improved,753,3002,209.37e-06
"Alpha, A and C",Improved,754,3002,90.81e-06
"Alpha, A and C",Improved,755,3002,704.40e-06
"Alpha, A and C",Generated,756,3002,935.83e-06
"Alpha, A and C",Generated,757,3002,15942.01e-06
"Alpha, A and C",Generated,758,3002,2157.03e-06
"Alpha, A and C",Generated,759,3002,701.34e-06
"Alpha, A and C",Generated,760,3002,6425.44e-06
"Alpha, A and C",Improved,756,3002,288.17e-06
"Alpha, A and C",Improved,757,3002,239.90e-06
"Alpha, A and C",Improved,758,3002,269.09e-06
"Alpha, A and C",Improved,759,3002,402.19e-06
"Alpha, A and C",Improved,760,3002,339.91e-06
"Alpha, A and C",Generated,761,3002,897.11e-06
"Alpha, A and C",Generated,762,3002,4393.79e-06
"Alpha, A and C",Generated,763,3002,1593.70e-06
"Alpha, A and C",Generated,764,3002,18567.52e-06
"Alpha, A and C",Generated,765,3002,5321.27e-06
"Alpha, A and C",Improved,761,3002,351.98e-06
"Alpha, A and C",Improved,762,3002,169.05e-06
"Alpha, A and C",Improved,763,3002,638.49e-06
"Alpha, A and C",Improved,764,3002,109.46e-06
"Alpha, A and C",Improved,765,3002,394.36e-06
"Alpha, A and C",Generated,766,3002,372.84e-06
"Alpha, A and C",Generated,767,3002,457.05e-06
"Alpha, A and C",Generated,768,3002,862.69e-06
"Alpha, A and C",Generated,769,3002,1522.11e-06
"Alpha, A and C",Generated,770,3002,57.55e-06
"Alpha, A and C",Improved,766,3002,167.94e-06
"Alpha, A and C",Improved,767,3002,268.93e-06
"Alpha, A and C",Improved,768,3002,487.49e-06
"Alpha, A and C",Improved,769,3002,367.03e-06
"Alpha, A and C",Improved,770,3002,19.82e-06
"Alpha, A and C",Generated,771,3002,579.11e-06
"Alpha, A and C",Generated,772,3002,984.74e-06
"Alpha, A and C",Generated,773,3002,971.27e-06
"Alpha, A and C",Generated,774,3002,220.43e-06
"Alpha, A and C",Generated,775,3002,22238.75e-06
"Alpha, A and C",Improved,771,3002,131.68e-06
"Alpha, A and C",Improved,772,3002,301.95e-06
"Alpha, A and C",Improved,773,3002,562.41e-06
"Alpha, A and C",Improved,774,3002,110.07e-06
"Alpha, A and C",Improved,775,3002,64.42e-06
"Alpha, A and C",Generated,776,3102,4740.41e-06
"Alpha, A and C",Generated,777,3102,108.25e-06
"Alpha, A and C",Generated,778,3102,579.70e-06
"Alpha, A and C",Generated,779,3102,1189.18e-06
"Alpha, A and C",Generated,780,3102,2131.35e-06
"Alpha, A and C",Improved,776,3102,274.98e-06
"Alpha, A and C",Improved,777,3102,106.78e-06
"Alpha, A and C",Improved,778,3102,650.09e-06
"Alpha, A and C",Improved,779,3102,1227.47e-06
"Alpha, A and C",Improved,780,3102,459.53e-06
"Alpha, A and C",Generated,781,3102,191.14e-06
"Alpha, A and C",Generated,782,3102,148.35e-06
"Alpha, A and C",Generated,783,3102,6640.23e-06
"Alpha, A and C",Generated,784,3102,6391.67e-06
"Alpha, A and C",Generated,785,3102,3400.78e-06
"Alpha, A and C",Improved,781,3102,107.34e-06
"Alpha, A and C",Improved,782,3102,73.25e-06
"Alpha, A and C",Improved,783,3102,288.14e-06
"Alpha, A and C",Improved,784,3102,442.05e-06
"Alpha, A and C",Improved,785,3102,320.77e-06
"Alpha, A and C",Generated,786,3102,502.06e-06
"Alpha, A and C",Generated,787,3102,540.31e-06
"Alpha, A and C",Generated,788,3102,350.73e-06
"Alpha, A and C",Generated,789,3102,2272.68e-06
"Alpha, A and C",Generated,790,3102,240.50e-06
"Alpha, A and C",Improved,786,3102,155.75e-06
"Alpha, A and C",Improved,787,3102,217.18e-06
"Alpha, A and C",Improved,788,3102,203.42e-06
"Alpha, A and C",Improved,789,3102,255.26e-06
"Alpha, A and C",Improved,790,3102,76.16e-06
"Alpha, A and C",Generated,791,3102,510.06e-06
"Alpha, A and C",Generated,792,3102,8151.71e-06
"Alpha, A and C",Generated,793,3102,414.28e-06
"Alpha, A and C",Generated,794,3102,324.49e-06
"Alpha, A and C",Generated,795,3102,9908.71e-06
"Alpha, A and C",Improved,791,3102,293.82e-06
"Alpha, A and C",Improved,792,3102,114.86e-06
"Alpha, A and C",Improved,793,3102,168.42e-06
"Alpha, A and C",Improved,794,3102,182.79e-06
"Alpha, A and C",Improved,795,3102,88.76e-06
"Alpha, A and C",Generated,796,3102,1096.91e-06
"Alpha, A and C",Generated,797,3102,10090.54e-06
"Alpha, A and C",Generated,798,3102,370.68e-06
"Alpha, A and C",Generated,799,3102,642.17e-06
"Alpha, A and C",Generated,800,3102,4304.07e-06
"Alpha, A and C",Improved,796,3102,207.24e-06
"Alpha, A and C",Improved,797,3102,149.66e-06
"Alpha, A and C",Improved,798,3102,191.32e-06
"Alpha, A and C",Improved,799,3102,324.16e-06
"Alpha, A and C",Improved,800,3102,129.60e-06
"Alpha, A and C",Generated,801,3202,1274.21e-06
"Alpha, A and C",Generated,802,3202,32668.48e-06
"Alpha, A and C",Generated,803,3202,421.20e-06
"Alpha, A and C",Generated,804,3202,847.68e-06
"Alpha, A and C",Generated,805,3202,680.99e-06
"Alpha, A and C",Improved,801,3202,778.67e-06
"Alpha, A and C",Improved,802,3202,80.69e-06
"Alpha, A and C",Improved,803,3202,229.74e-06
"Alpha, A and C",Improved,804,3202,515.70e-06
"Alpha, A and C",Improved,805,3202,357.05e-06
"Alpha, A and C",Generated,806,3202,1842.32e-06
"Alpha, A and C",Generated,807,3202,24796.90e-06
"Alpha, A and C",Generated,808,3202,2772.87e-06
"Alpha, A and C",Generated,809,3202,62.47e-06
"Alpha, A and C",Generated,810,3202,3733.84e-06
"Alpha, A and C",Improved,806,3202,1063.49e-06
"Alpha, A and C",Improved,807,3202,189.86e-06
"Alpha, A and C",Improved,808,3202,642.60e-06
"Alpha, A and C",Improved,809,3202,21.82e-06
"Alpha, A and C",Improved,810,3202,568.11e-06
"Alpha, A and C",Generated,811,3202,1020.05e-06
"Alpha, A and C",Generated,812,3202,23754.66e-06
"Alpha, A and C",Generated,813,3202,552.41e-06
"Alpha, A and C",Generated,814,3202,164.84e-06
"Alpha, A and C",Generated,815,3202,26029.68e-06
"Alpha, A and C",Improved,811,3202,543.12e-06
"Alpha, A and C",Improved,812,3202,186.75e-06
"Alpha, A and C",Improved,813,3202,308.12e-06
"Alpha, A and C",Improved,814,3202,79.09e-06
"Alpha, A and C",Improved,815,3202,170.50e-06
"Alpha, A and C",Generated,816,3202,225.98e-06
"Alpha, A and C",Generated,817,3202,2852.52e-06
"Alpha, A and C",Generated,818,3202,197.86e-06
"Alpha, A and C",Generated,819,3202,233.09e-06
"Alpha, A and C",Generated,820,3202,1195.75e-06
"Alpha, A and C",Improved,816,3202,126.39e-06
"Alpha, A and C",Improved,817,3202,334.63e-06
"Alpha, A and C",Improved,818,3202,107.29e-06
"Alpha, A and C",Improved,819,3202,128.67e-06
"Alpha, A and C",Improved,820,3202,221.94e-06
"Alpha, A and C",Generated,821,3202,1184.61e-06
"Alpha, A and C",Generated,822,3202,627.27e-06
"Alpha, A and C",Generated,823,3202,1165.78e-06
"Alpha, A and C",Generated,824,3202,907.48e-06
"Alpha, A and C",Generated,825,3202,739.04e-06
"Alpha, A and C",Improved,821,3202,692.25e-06
"Alpha, A and C",Improved,822,3202,271.48e-06
"Alpha, A and C",Improved,823,3202,678.08e-06
"Alpha, A and C",Improved,824,3202,455.40e-06
"Alpha, A and C",Improved,825,3202,441.43e-06
"Alpha, A and C",Generated,826,3302,678.69e-06
"Alpha, A and C",Generated,827,3302,363.59e-06
"Alpha, A and C",Generated,828,3302,5308.53e-06
"Alpha, A and C",Generated,829,3302,878.76e-06
"Alpha, A and C",Generated,830,3302,19981.18e-06
"Alpha, A and C",Improved,826,3302,232.82e-06
"Alpha, A and C",Improved,827,3302,198.54e-06
"Alpha, A and C",Improved,828,3302,776.18e-06
"Alpha, A and C",Improved,829,3302,517.90e-06
"Alpha, A and C",Improved,830,3302,225.80e-06
"Alpha, A and C",Generated,831,3302,250.77e-06
"Alpha, A and C",Generated,832,3302,117.65e-06
"Alpha, A and C",Generated,833,3302,514.35e-06
"Alpha, A and C",Generated,834,3302,324.02e-06
"Alpha, A and C",Generated,835,3302,233.56e-06
"Alpha, A and C",Improved,831,3302,138.38e-06
"Alpha, A and C",Improved,832,3302,60.00e-06
"Alpha, A and C",Improved,833,3302,295.97e-06
"Alpha, A and C",Improved,834,3302,180.98e-06
"Alpha, A and C",Improved,835,3302,129.27e-06
"Alpha, A and C",Generated,836,3302,8134.77e-06
"Alpha, A and C",Generated,837,3302,2934.13e-06
"Alpha, A and C",Generated,838,3302,824.99e-06
"Alpha, A and C",Generated,839,3302,7803.12e-06
"Alpha, A and C",Generated,840,3302,897.17e-06
"Alpha, A and C",Improved,836,3302,329.48e-06
"Alpha, A and C",Improved,837,3302,483.83e-06
"Alpha, A and C",Improved,838,3302,470.21e-06
"Alpha, A and C",Improved,839,3302,401.72e-06
"Alpha, A and C",Improved,840,3302,520.07e-06
"Alpha, A and C",Generated,841,3302,179.36e-06
"Alpha, A and C",Generated,842,3302,481.80e-06
"Alpha, A and C",Generated,843,3302,173.42e-06
"Alpha, A and C",Generated,844,3302,7061.08e-06
"Alpha, A and C",Generated,845,3302,67.24e-06
"Alpha, A and C",Improved,841,3302,95.78e-06
"Alpha, A and C",Improved,842,3302,265.98e-06
"Alpha, A and C",Improved,843,3302,72.13e-06
"Alpha, A and C",Improved,844,3302,187.14e-06
"Alpha, A and C",Improved,845,3302,30.15e-06
"Alpha, A and C",Generated,846,3302,1159.83e-06
"Alpha, A and C",Generated,847,3302,851.23e-06
"Alpha, A and C",Generated,848,3302,763.95e-06
"Alpha, A and C",Generated,849,3302,802.30e-06
"Alpha, A and C",Generated,850,3302,1988.09e-06
"Alpha, A and C",Improved,846,3302,676.13e-06
"Alpha, A and C",Improved,847,3302,492.86e-06
"Alpha, A and C",Improved,848,3302,433.20e-06
"Alpha, A and C",Improved,849,3302,577.30e-06
"Alpha, A and C",Improved,850,3302,346.94e-06
"Alpha, A and C",Generated,851,3402,1718.16e-06
"Alpha, A and C",Generated,852,3402,788.43e-06
"Alpha, A and C",Generated,853,3402,391.44e-06
"Alpha, A and C",Generated,854,3402,1303.48e-06
"Alpha, A and C",Generated,855,3402,944.22e-06
"Alpha, A and C",Improved,851,3402,677.57e-06
"Alpha, A and C",Improved,852,3402,697.67e-06
"Alpha, A and C",Improved,853,3402,430.62e-06
"Alpha, A and C",Improved,854,3402,973.17e-06
"Alpha, A and C",Improved,855,3402,540.48e-06
"Alpha, A and C",Generated,856,3402,17252.76e-06
"Alpha, A and C",Generated,857,3402,299.67e-06
"Alpha, A and C",Generated,858,3402,16661.27e-06
"Alpha, A and C",Generated,859,3402,13627.63e-06
"Alpha, A and C",Generated,860,3402,11157.26e-06
"Alpha, A and C",Improved,856,3402,48.35e-06
"Alpha, A and C",Improved,857,3402,168.04e-06
"Alpha, A and C",Improved,858,3402,60.51e-06
"Alpha, A and C",Improved,859,3402,82.42e-06
"Alpha, A and C",Improved,860,3402,132.76e-06
"Alpha, A and C",Generated,861,3402,271.87e-06
"Alpha, A and C",Generated,862,3402,11391.95e-06
"Alpha, A and C",Generated,863,3402,650.07e-06
"Alpha, A and C",Generated,864,3402,640.46e-06
"Alpha, A and C",Generated,865,3402,42588.60e-06
"Alpha, A and C",Improved,861,3402,286.94e-06
"Alpha, A and C",Improved,862,3402,179.55e-06
"Alpha, A and C",Improved,863,3402,739.07e-06
"Alpha, A and C",Improved,864,3402,388.84e-06
"Alpha, A and C",Improved,865,3402,56.45e-06
"Alpha, A and C",Generated,866,3402,416.83e-06
"Alpha, A and C",Generated,867,3402,1583.03e-06
"Alpha, A and C",Generated,868,3402,3137.24e-06
"Alpha, A and C",Generated,869,3402,7285.33e-06
"Alpha, A and C",Generated,870,3402,1428.88e-06
"Alpha, A and C",Improved,866,3402,451.76e-06
"Alpha, A and C",Improved,867,3402,677.80e-06
"Alpha, A and C",Improved,868,3402,518.97e-06
"Alpha, A and C",Improved,869,3402,375.20e-06
"Alpha, A and C",Improved,870,3402,584.70e-06
"Alpha, A and C",Generated,871,3402,241.42e-06
"Alpha, A and C",Generated,872,3402,20246.42e-06
"Alpha, A and C",Generated,873,3402,19277.04e-06
"Alpha, A and C",Generated,874,3402,17356.90e-06
"Alpha, A and C",Generated,875,3402,868.55e-06
"Alpha, A and C",Improved,871,3402,252.16e-06
"Alpha, A and C",Improved,872,3402,67.75e-06
"Alpha, A and C",Improved,873,3402,95.65e-06
"Alpha, A and C",Improved,874,3402,240.04e-06
"Alpha, A and C",Improved,875,3402,505.12e-06
"Alpha, A and C",Generated,876,3502,548.90e-06
"Alpha, A and C",Generated,877,3502,7253.61e-06
"Alpha, A and C",Generated,878,3502,400.51e-06
"Alpha, A and C",Generated,879,3502,131.49e-06
"Alpha, A and C",Generated,880,3502,557.40e-06
"Alpha, A and C",Improved,876,3502,318.53e-06
"Alpha, A and C",Improved,877,3502,159.28e-06
"Alpha, A and C",Improved,878,3502,226.73e-06
"Alpha, A and C",Improved,879,3502,66.10e-06
"Alpha, A and C",Improved,880,3502,320.20e-06
"Alpha, A and C",Generated,881,3502,135.94e-06
"Alpha, A and C",Generated,882,3502,6943.38e-06
"Alpha, A and C",Generated,883,3502,9344.66e-06
"Alpha, A and C",Generated,884,3502,1494.88e-06
"Alpha, A and C",Generated,885,3502,1444.62e-06
"Alpha, A and C",Improved,881,3502,132.64e-06
"Alpha, A and C",Improved,882,3502,315.44e-06
"Alpha, A and C",Improved,883,3502,320.24e-06
"Alpha, A and C",Improved,884,3502,410.76e-06
"Alpha, A and C",Improved,885,3502,470.74e-06
"Alpha, A and C",Generated,886,3502,2927.24e-06
"Alpha, A and C",Generated,887,3502,349.16e-06
"Alpha, A and C",Generated,888,3502,71.18e-06
"Alpha, A and C",Generated,889,3502,344.05e-06
"Alpha, A and C",Generated,890,3502,153.59e-06
"Alpha, A and C",Improved,886,3502,399.13e-06
"Alpha, A and C",Improved,887,3502,188.19e-06
"Alpha, A and C",Improved,888,3502,25.69e-06
"Alpha, A and C",Improved,889,3502,234.89e-06
"Alpha, A and C",Improved,890,3502,72.66e-06
"Alpha, A and C",Generated,891,3502,548.19e-06
"Alpha, A and C",Generated,892,3502,18250.51e-06
"Alpha, A and C",Generated,893,3502,374.76e-06
"Alpha, A and C",Generated,894,3502,4875.18e-06
"Alpha, A and C",Generated,895,3502,504.95e-06
"Alpha, A and C",Improved,891,3502,310.06e-06
"Alpha, A and C",Improved,892,3502,185.17e-06
"Alpha, A and C",Improved,893,3502,200.08e-06
"Alpha, A and C",Improved,894,3502,539.34e-06
"Alpha, A and C",Improved,895,3502,281.16e-06
"Alpha, A and C",Generated,896,3502,7470.73e-06
"Alpha, A and C",Generated,897,3502,391.45e-06
"Alpha, A and C",Generated,898,3502,104.67e-06
"Alpha, A and C",Generated,899,3502,485.52e-06
"Alpha, A and C",Generated,900,3502,3655.56e-06
"Alpha, A and C",Improved,896,3502,140.24e-06
"Alpha, A and C",Improved,897,3502,229.62e-06
"Alpha, A and C",Improved,898,3502,51.10e-06
"Alpha, A and C",Improved,899,3502,283.32e-06
"Alpha, A and C",Improved,900,3502,248.96e-06
"Alpha, A and C",Generated,901,3602,5.05e-03
"Alpha, A and C",Generated,902,3602,2.57e-03
"Alpha, A and C",Generated,903,3602,19.93e-03
"Alpha, A and C",Generated,904,3602,1.28e-03
"Alpha, A and C",Generated,905,3602,1.46e-03
"Alpha, A and C",Improved,901,3602,302.70e-06
"Alpha, A and C",Improved,902,3602,710.20e-06
"Alpha, A and C",Improved,903,3602,498.89e-06
"Alpha, A and C",Improved,904,3602,632.51e-06
"Alpha, A and C",Improved,905,3602,193.45e-06
"Alpha, A and C",Generated,906,3602,590.04e-06
"Alpha, A and C",Generated,907,3602,7086.96e-06
"Alpha, A and C",Generated,908,3602,1495.24e-06
"Alpha, A and C",Generated,909,3602,135.55e-06
"Alpha, A and C",Generated,910,3602,1726.55e-06
"Alpha, A and C",Improved,906,3602,376.62e-06
"Alpha, A and C",Improved,907,3602,664.50e-06
"Alpha, A and C",Improved,908,3602,621.09e-06
"Alpha, A and C",Improved,909,3602,60.55e-06
"Alpha, A and C",Improved,910,3602,383.36e-06
"Alpha, A and C",Generated,911,3602,5766.57e-06
"Alpha, A and C",Generated,912,3602,1617.55e-06
"Alpha, A and C",Generated,913,3602,653.67e-06
"Alpha, A and C",Generated,914,3602,369.57e-06
"Alpha, A and C",Generated,915,3602,298.91e-06
"Alpha, A and C",Improved,911,3602,362.80e-06
"Alpha, A and C",Improved,912,3602,953.81e-06
"Alpha, A and C",Improved,913,3602,365.34e-06
"Alpha, A and C",Improved,914,3602,194.23e-06
"Alpha, A and C",Improved,915,3602,162.06e-06
"Alpha, A and C",Generated,916,3602,216.74e-06
"Alpha, A and C",Generated,917,3602,13177.88e-06
"Alpha, A and C",Generated,918,3602,14673.51e-06
"Alpha, A and C",Generated,919,3602,3424.96e-06
"Alpha, A and C",Generated,920,3602,5467.39e-06
"Alpha, A and C",Improved,916,3602,105.41e-06
"Alpha, A and C",Improved,917,3602,418.76e-06
"Alpha, A and C",Improved,918,3602,326.75e-06
"Alpha, A and C",Improved,919,3602,710.61e-06
"Alpha, A and C",Improved,920,3602,317.36e-06
"Alpha, A and C",Generated,921,3602,681.17e-06
"Alpha, A and C",Generated,922,3602,3037.24e-06
"Alpha, A and C",Generated,923,3602,686.67e-06
"Alpha, A and C",Generated,924,3602,388.09e-06
"Alpha, A and C",Generated,925,3602,1054.20e-06
"Alpha, A and C",Improved,921,3602,332.61e-06
"Alpha, A and C",Improved,922,3602,170.15e-06
"Alpha, A and C",Improved,923,3602,388.09e-06
"Alpha, A and C",Improved,924,3602,208.13e-06
"Alpha, A and C",Improved,925,3602,625.05e-06
"Alpha, A and C",Generated,926,3702,894.52e-06
"Alpha, A and C",Generated,927,3702,5152.85e-06
"Alpha, A and C",Generated,928,3702,1281.69e-06
"Alpha, A and C",Generated,929,3702,692.31e-06
"Alpha, A and C",Generated,930,3702,1527.86e-06
"Alpha, A and C",Improved,926,3702,557.39e-06
"Alpha, A and C",Improved,927,3702,447.12e-06
"Alpha, A and C",Improved,928,3702,726.87e-06
"Alpha, A and C",Improved,929,3702,415.88e-06
"Alpha, A and C",Improved,930,3702,893.73e-06
"Alpha, A and C",Generated,931,3702,496.58e-06
"Alpha, A and C",Generated,932,3702,3254.13e-06
"Alpha, A and C",Generated,933,3702,24845.86e-06
"Alpha, A and C",Generated,934,3702,3543.65e-06
"Alpha, A and C",Generated,935,3702,28240.90e-06
"Alpha, A and C",Improved,931,3702,554.35e-06
"Alpha, A and C",Improved,932,3702,355.92e-06
"Alpha, A and C",Improved,933,3702,95.34e-06
"Alpha, A and C",Improved,934,3702,377.19e-06
"Alpha, A and C",Improved,935,3702,167.98e-06
"Alpha, A and C",Generated,936,3702,3330.09e-06
"Alpha, A and C",Generated,937,3702,660.12e-06
"Alpha, A and C",Generated,938,3702,12469.66e-06
"Alpha, A and C",Generated,939,3702,1439.77e-06
"Alpha, A and C",Generated,940,3702,14220.23e-06
"Alpha, A and C",Improved,936,3702,226.27e-06
"Alpha, A and C",Improved,937,3702,383.91e-06
"Alpha, A and C",Improved,938,3702,158.80e-06
"Alpha, A and C",Improved,939,3702,134.25e-06
"Alpha, A and C",Improved,940,3702,86.70e-06
"Alpha, A and C",Generated,941,3702,51076.56e-06
"Alpha, A and C",Generated,942,3702,1086.77e-06
"Alpha, A and C",Generated,943,3702,331.31e-06
"Alpha, A and C",Generated,944,3702,947.32e-06
"Alpha, A and C",Generated,945,3702,36218.57e-06
"Alpha, A and C",Improved,941,3702,85.49e-06
"Alpha, A and C",Improved,942,3702,628.93e-06
"Alpha, A and C",Improved,943,3702,174.10e-06
"Alpha, A and C",Improved,944,3702,571.15e-06
"Alpha, A and C",Improved,945,3702,142.49e-06
"Alpha, A and C",Generated,946,3702,38576.82e-06
"Alpha, A and C",Generated,947,3702,1541.43e-06
"Alpha, A and C",Generated,948,3702,957.32e-06
"Alpha, A and C",Generated,949,3702,577.69e-06
"Alpha, A and C",Generated,950,3702,95.94e-06
"Alpha, A and C",Improved,946,3702,132.90e-06
"Alpha, A and C",Improved,947,3702,748.38e-06
"Alpha, A and C",Improved,948,3702,552.88e-06
"Alpha, A and C",Improved,949,3702,328.56e-06
"Alpha, A and C",Improved,950,3702,38.73e-06
"Alpha, A and C",Generated,951,3802,6834.05e-06
"Alpha, A and C",Generated,952,3802,2165.36e-06
"Alpha, A and C",Generated,953,3802,14998.15e-06
"Alpha, A and C",Generated,954,3802,508.32e-06
"Alpha, A and C",Generated,955,3802,705.39e-06
"Alpha, A and C",Improved,951,3802,410.09e-06
"Alpha, A and C",Improved,952,3802,459.64e-06
"Alpha, A and C",Improved,953,3802,601.85e-06
"Alpha, A and C",Improved,954,3802,287.56e-06
"Alpha, A and C",Improved,955,3802,403.43e-06
"Alpha, A and C",Generated,956,3802,954.20e-06
"Alpha, A and C",Generated,957,3802,3387.97e-06
"Alpha, A and C",Generated,958,3802,317.60e-06
"Alpha, A and C",Generated,959,3802,408.00e-06
"Alpha, A and C",Generated,960,3802,13688.03e-06
"Alpha, A and C",Improved,956,3802,551.31e-06
"Alpha, A and C",Improved,957,3802,116.37e-06
"Alpha, A and C",Improved,958,3802,178.30e-06
"Alpha, A and C",Improved,959,3802,230.09e-06
"Alpha, A and C",Improved,960,3802,142.67e-06
"Alpha, A and C",Generated,961,3802,12979.59e-06
"Alpha, A and C",Generated,962,3802,41632.19e-06
"Alpha, A and C",Generated,963,3802,6138.20e-06
"Alpha, A and C",Generated,964,3802,775.01e-06
"Alpha, A and C",Generated,965,3802,20278.37e-06
"Alpha, A and C",Improved,961,3802,496.32e-06
"Alpha, A and C",Improved,962,3802,176.22e-06
"Alpha, A and C",Improved,963,3802,435.70e-06
"Alpha, A and C",Improved,964,3802,444.34e-06
"Alpha, A and C",Improved,965,3802,245.46e-06
"Alpha, A and C",Generated,966,3802,11298.67e-06
"Alpha, A and C",Generated,967,3802,3942.74e-06
"Alpha, A and C",Generated,968,3802,15468.44e-06
"Alpha, A and C",Generated,969,3802,20129.22e-06
"Alpha, A and C",Generated,970,3802,731.92e-06
"Alpha, A and C",Improved,966,3802,222.16e-06
"Alpha, A and C",Improved,967,3802,759.53e-06
"Alpha, A and C",Improved,968,3802,375.60e-06
"Alpha, A and C",Improved,969,3802,442.57e-06
"Alpha, A and C",Improved,970,3802,410.29e-06
"Alpha, A and C",Generated,971,3802,490.94e-06
"Alpha, A and C",Generated,972,3802,362.06e-06
"Alpha, A and C",Generated,973,3802,17151.06e-06
"Alpha, A and C",Generated,974,3802,940.44e-06
"Alpha, A and C",Generated,975,3802,1758.91e-06
"Alpha, A and C",Improved,971,3802,128.73e-06
"Alpha, A and C",Improved,972,3802,190.15e-06
"Alpha, A and C",Improved,973,3802,122.94e-06
"Alpha, A and C",Improved,974,3802,534.78e-06
"Alpha, A and C",Improved,975,3802,603.05e-06
"Alpha, A and C",Generated,976,3902,816.98e-06
"Alpha, A and C",Generated,977,3902,1160.17e-06
"Alpha, A and C",Generated,978,3902,836.76e-06
"Alpha, A and C",Generated,979,3902,1014.23e-06
"Alpha, A and C",Generated,980,3902,528.13e-06
"Alpha, A and C",Improved,976,3902,505.03e-06
"Alpha, A and C",Improved,977,3902,668.14e-06
"Alpha, A and C",Improved,978,3902,477.33e-06
"Alpha, A and C",Improved,979,3902,377.58e-06
"Alpha, A and C",Improved,980,3902,301.50e-06
"Alpha, A and C",Generated,981,3902,1908.10e-06
"Alpha, A and C",Generated,982,3902,2433.25e-06
"Alpha, A and C",Generated,983,3902,1246.60e-06
"Alpha, A and C",Generated,984,3902,1808.29e-06
"Alpha, A and C",Generated,985,3902,908.62e-06
"Alpha, A and C",Improved,981,3902,1097.34e-06
"Alpha, A and C",Improved,982,3902,1455.72e-06
"Alpha, A and C",Improved,983,3902,264.94e-06
"Alpha, A and C",Improved,984,3902,1076.50e-06
"Alpha, A and C",Improved,985,3902,512.00e-06
"Alpha, A and C",Generated,986,3902,8.08e-03
"Alpha, A and C",Generated,987,3902,51.49e-03
"Alpha, A and C",Generated,988,3902,15.20e-03
"Alpha, A and C",Generated,989,3902,10.57e-03
"Alpha, A and C",Generated,990,3902,1.95e-03
"Alpha, A and C",Improved,986,3902,390.06e-06
"Alpha, A and C",Improved,987,3902,78.49e-06
"Alpha, A and C",Improved,988,3902,457.99e-06
"Alpha, A and C",Improved,989,3902,354.78e-06
"Alpha, A and C",Improved,990,3902,632.62e-06
"Alpha, A and C",Generated,991,3902,65.22e-06
"Alpha, A and C",Generated,992,3902,1303.26e-06
"Alpha, A and C",Generated,993,3902,24954.60e-06
"Alpha, A and C",Generated,994,3902,621.76e-06
"Alpha, A and C",Generated,995,3902,307.46e-06
"Alpha, A and C",Improved,991,3902,27.65e-06
"Alpha, A and C",Improved,992,3902,181.38e-06
"Alpha, A and C",Improved,993,3902,41.86e-06
"Alpha, A and C",Improved,994,3902,363.65e-06
"Alpha, A and C",Improved,995,3902,169.58e-06
"Alpha, A and C",Generated,996,3902,1124.15e-06
"Alpha, A and C",Generated,997,3902,18429.17e-06
"Alpha, A and C",Generated,998,3902,564.02e-06
"Alpha, A and C",Generated,999,3902,2166.16e-06
"Alpha, A and C",Generated,1000,3902,454.72e-06
"Alpha, A and C",Improved,996,3902,642.45e-06
"Alpha, A and C",Improved,997,3902,96.27e-06
"Alpha, A and C",Improved,998,3902,332.48e-06
"Alpha, A and C",Improved,999,3902,487.16e-06
"Alpha, A and C",Improved,1000,3902,249.62e-06
"Alpha, A and C",Generated,1001,4002,15996.65e-06
"Alpha, A and C",Generated,1002,4002,30674.87e-06
"Alpha, A and C",Generated,1003,4002,33677.37e-06
"Alpha, A and C",Generated,1004,4002,22523.02e-06
"Alpha, A and C",Generated,1005,4002,740.49e-06
"Alpha, A and C",Improved,1001,4002,127.94e-06
"Alpha, A and C",Improved,1002,4002,223.76e-06
"Alpha, A and C",Improved,1003,4002,221.55e-06
"Alpha, A and C",Improved,1004,4002,505.58e-06
"Alpha, A and C",Improved,1005,4002,412.60e-06
"Alpha, A and C",Generated,1006,4002,9971.95e-06
"Alpha, A and C",Generated,1007,4002,26046.82e-06
"Alpha, A and C",Generated,1008,4002,34599.55e-06
"Alpha, A and C",Generated,1009,4002,224.32e-06
"Alpha, A and C",Generated,1010,4002,3156.81e-06
"Alpha, A and C",Improved,1006,4002,987.53e-06
"Alpha, A and C",Improved,1007,4002,304.53e-06
"Alpha, A and C",Improved,1008,4002,257.12e-06
"Alpha, A and C",Improved,1009,4002,111.40e-06
"Alpha, A and C",Improved,1010,4002,555.19e-06
"Alpha, A and C",Generated,1011,4002,182.35e-06
"Alpha, A and C",Generated,1012,4002,461.25e-06
"Alpha, A and C",Generated,1013,4002,467.75e-06
